序号,单词,exchange,音标,中文意思,
2011,lively,,/ˈlaɪvlɪ/,a.活泼的;充满生气的,
2012,living,,/ˈlɪvɪŋ/,a.活着的n.生计,
2013,load,,/ləʊd/,n.担子，货物,
2014,loaf,,/ləʊf/,n.一个面包,
2015,local,,/ˈləʊk(ə)l/,a.当地的；地方的,
2016,lock,,/lɔk/,n.锁vt.锁，锁上,
2017,locust,,/ˈləʊkəst/,n.蝗虫,
2018,London,,/ˈlʌnd(ə)n/,n.伦敦,
2019,lonely,,/ˈləʊnlɪ/,a.孤独的，寂寞的,
2020,long,,/lɔŋ;(US)lɔːŋ/,a.长的，远ad.长久,
2021,look,,/lʊk/,n.看，瞧v.看，观看v.link看起来,
2022,loose,,/luːs/,a.松散的；宽松的,
2023,lorry,,/ˈlɔrɪ;(US)ˈlɔːrɪ/,n.（英）运货汽车，卡车,
2024,loss,,/lɔs;(US)lɔːs/,n.丧失；损耗,
2025,lose,(lost，lost),/luːz/,vt.失去，丢失,
2026,Lost,,/lɔst/,失物招领处,
2027,lot,,/lɔt/,n.许多，好些,
2028,loud,,/laʊd/,a.大声的,
2029,loudly,,/laʊdlɪ/,ad.大声地,
2030,loudspeaker,,/laʊdˈspiːkə(r)/,n.扬声器，喇叭,
2031,lounge,,/laʊndʒ/,n.休息厅；休息室,
2032,love,,/lʌv/,n.&vt.爱；热爱;很喜欢,
2033,lovely,,/ˈlʌvlɪ/,a.美好的，可爱的,
2034,low,,/ləʊ/,a.&ad.低；矮,
2035,luck,,/lʌk/,n.运气，好运,
2036,lucky,,/ˈlʌkɪ/,a.运气好，侥幸,
2037,luggage,,/ˈlʌɡɪdʒ/,n.(总称)行李,
2038,lunch,,/lʌntʃ/,n.午餐，午饭,
2039,lung,,/lʌŋ/,n.肺；肺脏,
2040,machine,,/məˈʃiːn/,n.机器,
2041,mad,,/mæd/,a.发疯的；生气的,
2042,madam,(madame),/ˈmædəm/,n.夫人，女士,
2043,magazine,,/mæɡəˈziːn/,n.杂志,
2044,magic,,/ˈmædʒɪk/,a.有魔力的,
2045,maid,,/meɪd/,n.女仆；侍女,
2046,mail,,/meɪl/,n.邮政，邮递v.(美)邮寄,
2047,mailbox,,/'meɪlbɒks/,n.邮筒；邮箱,
2048,main,,/meɪn/,a.主要的,
2049,mainland,,/ˈmeɪnlənd/,n.大陆,
2050,major,,/ˈmeɪdʒə(r)/,a.较大的；主要的,
2051,majority,,/məˈdʒɔrɪtɪ/,n.大多数,
2052,make,(made，made),/meɪk/,vt.制造，做;使得n.样式；制造,
2053,male,,/meɪl/,a.男（性）的；雄的,
2054,man,(复men),/mæn/,n.成年男人;人类,
2055,manage,,/ˈmænɪdʒ/,v.管理；设法对付,
2056,manager,,/ˈmænɪdʒə(r)/,n.经理,
2057,mankind,,/mænˈkaɪnd/,n.人类;（总称）人,
2058,man-made,,/mæn-meɪd/,a.人造的，人工的,
2059,manner,,/ˈmænə(r)/,n.方式，态度，举止,
2060,tablemanners,,/ˈteɪb(ə)lˈmænə(r)z/,餐桌礼节，用餐的规矩,
2061,many,(more，most),/ˈmenɪ/,pron.许多人（或物）a.许多的,
2062,map,,/mæp/,n.地图,
2063,maple,,/ˈmeɪp(ə)l/,n.枫树,
2064,mapleleaves,,/ˈmeɪp(ə)l-liːvz/,枫叶,
2065,marathon,,/ˈmærəθ(ə)n/,n.马拉松,
2066,marble,,/ˈmɑːb(ə)l/,n.大理石；玻璃弹子,
2067,march,,/mɑːtʃ/,n.游行，行进,
2068,March,,/mɑːtʃ/,n.3月,
2069,mark,,/mɑːk/,n.标记vt.标明，作记号于,
2070,market,,/ˈmɑːkɪt/,n.市场，集市,
2071,marriage,,/ˈmærɪdʒ/,n.结婚，婚姻,
2072,married,,/ˈmærɪd/,a.已婚的,
2073,marry,,/ˈmærɪ/,v.（使）成婚，结婚,
2074,mask,,/mɑːsk;(US)mæsk/,n.口罩；面罩(具)；遮盖物v.戴面具；掩饰；伪装,
2075,mass,,/mæs/,n.众多;大量;（复）群众,
2076,master,,/ˈmɑːstə(r);(US)ˈmæstər/,vt.精通，掌握,
2077,mat,,/mæt/,n.垫子,
2078,match,,/mætʃ/,vt.使相配，使成对n.比赛，竞赛n.火柴,
2079,material,,/məˈtɪərɪəl/,n.材料，原料,
2080,mathematics,(math/maths),/mæθəˈmætɪks/,n.（常作单数用）数学，(英美口语)数学,
2081,matter,,/ˈmætə(r)/,n.要紧事，要紧，事情；问题vi.要紧，有重大关系,
2082,mature,,/məˈtjʊə(r);(US)məˈtʊər/,a.成熟的,
2083,maximum,,/ˈmæksɪməm/,a.&n.最大量(的)；最大限度(的),
2084,may,,/meɪ/,v.可以;也许，可能,
2085,May,,/meɪ/,n.5月,
2086,maybe,,/ˈmeɪbiː/,ad.可能，大概，也许,
2087,me,,/miː，mɪ/,pron.我（宾格）,
2088,meal,,/miːl/,n.一餐（饭）,
2089,mean,(meant，meant),/miːn/,vt.意思，意指,
2090,meaning,,/ˈmiːnɪŋ/,n.意思，含意,
2091,means,,/miːnz/,n.方法，手段；财产,
2092,meanwhile,,/ˈmiːnwaɪl;(US)ˈmɪnhwaɪl/,ad.同时,
2093,measure,,/ˈmeʒə(r)/,v.量,
2094,meat,,/miːt/,n.（猪、牛、羊等的）肉,
2095,medal,,/ˈmed(ə)l/,n.奖牌,
2096,goldmedal,,/ɡəʊldˈmed(ə)l/,金牌,
2097,media,,/ˈmiːdɪə/,n.大众传播媒介,
2098,medical,,/ˈmedɪk(ə)l/,a.医学的，医疗的,
2099,medicine,,/ˈmeds(ə)n;(US)ˈmedɪsn/,n.药,
2100,medium,,/ˈmiːdɪəm/,n.媒体，中间的，中等的,
2101,meet,(met，met),/miːt/,vt./n.遇见，见到会；集会,
2102,meeting,,/ˈmiːtɪŋ/,n.会，集会，会见，汇合点,
2103,melon,,/ˈmelən/,n.（甜）瓜；瓜状物,
2104,member,,/ˈmembə(r)/,n.成员，会员,
2105,memorial,,/mɪˈmɔːrɪəl/,n.纪念馆,
2106,memory,,/ˈmemərɪ/,n.回忆，记忆,
2107,memorize,,/ˈmeməraɪz/,v.记忆,
2108,mend,,/mend/,v.修理，修补,
2109,mental,,/ˈment(ə)l/,a.精神的；脑力的,
2110,mentally,,/ˈmentəlɪ/,ad.精神上；智力上,
2111,mention,,/ˈmenʃ(ə)n/,n.提及；记载vt.提到，说起；提名表扬,
2112,menu,,/ˈmenʃ(ə)n/,n.菜单,
2113,merchant,,/ˈmɜːtʃənt/,a.商业的；商人的n.商人；生意人,
2114,merciful,,/ˈmɜːsɪfʊl/,a.仁慈的；宽大的,
2115,mercy,,/ˈmɜːsɪ/,n.怜悯,
2116,merely,,/ˈmɪəlɪ/,ad.仅仅，只不过,
2117,merry,,/ˈmerɪ/,a.高兴的，愉快的,
2118,mess,,/mes/,n.凌乱,
2119,message,,/ˈmesɪdʒ/,n.消息，音信,
2120,messy,,/ˈmesɪ/,a.乱七八糟的,
2121,metal,,/ˈmet(ə)l/,n.金属a.金属制成的,
2122,method,,/ˈmeθəd/,n.方法，办法,
2123,metre,,/'miːtə/,(美meter)n.米，公尺,
2124,Mexican,,/ˈmeksɪkən/,a.墨西哥的,
2125,Mexico,,/ˈmeksɪkəʊ/,*n.墨西哥,
2126,microcomputer,,/ˈmaɪkrəʊkəmpjuːtə(r)/,n.微机,
2127,microscope,,/ˈmaɪkrəskəʊp/,n.显微镜,
2128,microwave,,/ˈmaɪkrəʊweɪv/,n.微波,
2129,mid-autumn,,/mɪd-ˈɔːtəm/,n.中秋,
2130,midday,,/ˈmɪddeɪ/,n.中午，正午,
2131,middle,,/ˈmɪd(ə)l/,n.中间;当中;中级的,
2132,MiddleEast,,/ˈmɪd(ə)liːst/,n.中东,
2133,midnight,,/ˈmɪdnaɪt/,n.午夜,
2134,might,(may的过去式，助动词),/maɪt/,v.aux.可能，也许，或许,
2135,mild,,/maɪld/,a.温和，暖和的，凉爽的,
2136,mile,,/maɪl/,n.英里,
2137,milk,,/mɪlk/,n.牛奶vt.挤奶,
2138,million,,/ˈmɪlɪən/,num.百万n.百万个（人或物）,
2139,millionaire,,/mɪljəˈneə(r)/,n.百万富翁,
2140,mind,,/maɪnd/,n.思想，想法v.介意，关心,
2141,mine,,/maɪn/,n.矿藏，矿山vt.开采(矿物)pron.我的,
2142,mineral,,/ˈmɪnər(ə)l/,n.矿物质，矿物,
2143,minibus,,/ˈmɪnɪbʌs/,n.小型公共汽车,
2144,minimum,,/ˈmɪnɪməm/,a.最小的,
2145,miniskirt,,/ˈmɪnɪskɜːt/,n.超短裙,
2146,minister,,/ˈmɪnɪstə(r)/,n.部长；牧师,
2147,ministry,,/ˈmɪnɪstrɪ/,n.（政府的）部,
2148,minority,,/maɪˈnɔrɪtɪ;(US)-ˈnɔːr-/,n.少数；少数民族,
2149,minus,,/ˈmaɪnəs/,prep.&a.负的，减去的,
2150,minute,,/ˈmɪnɪt/,n.分钟;一会儿，瞬间,
2151,mirror,,/ˈmɪrə(r)/,n.镜子,
2152,miss,,/mɪs/,vt.失去，错过，缺,
2153,Miss.,,/mɪs/,n.小姐，女士(称呼未婚妇女),
2154,missile,,/ˈmɪsaɪl/,n导弹,
2155,mist,,/mɪst/,n.雾,
2156,mistake,(mistook，mistaken),/mɪsˈteɪk/,n.错误vt.弄错,
2157,mistaken,,/mɪsˈteɪkən/,a.错误的,
2158,misunderstand,(-stood，-stood),/mɪsʌndəˈstænd/,v.误会；不理解,
2159,mix,,/mɪks/,v.混合，搅拌,
2160,mixture,,/ˈmɪkstʃə(r)/,n.混合物,
2161,mm,(缩)millimetre,/'mɪlɪˌmiːtə(r)/,mm n.毫米,
2162,mobile,,/ˈməʊbaɪl;(US)məʊbl/,a.活动的，可移动的,
2163,mobilephone,,/ˈməʊbaɪlfəʊn/,手提电话，手机,
2164,model,,/ˈmɔd(ə)l/,n.模型，原形，范例，模范,
2165,modem,,/ˈməʊdem/,n.调制解调器,
2166,modern,,/ˈmɔd(ə)n/,a.现代的,
2167,modest,,/ˈmɔdɪst/,a.谦虚的；谦逊的,
2168,Mom,,/mɒm/,n.妈妈,
2169,moment,,/ˈməʊmənt/,n.片刻，瞬间,
2170,mommy,,/ˈmɔmɪ/,n.妈妈（美）,
2171,Monday,,/ˈmʌndeɪ，ˈmʌndɪ/,n.星期一,
2172,money,,/ˈmʌnɪ/,n.钱；货币,
2173,monitor,,/ˈmɔnɪtə(r)/,n.（班级内的）班长；纠察生；监视器,
2174,monkey,,/ˈmʌŋkɪ/,n.猴子,
2175,month,,/mʌnθ/,n.月，月份,
2176,monument,,/ˈmɔnjʊmənt/,n.纪念碑，纪念物,
2177,moon,,/muːn/,n.月球；月光；月状物,
2178,mooncake,,/muːnkeɪk/,n.月饼,
2179,mop,,/mɔp/,n./v.拖把拖地,
2180,moral,,/ˈmɔr(ə)l;(US)ˈmɔːrəl/,a.道德的n.寓意，道德启示,
2181,more,(much或many的比较级),/mɔː(r)/,a./ad.另外的；附加的；较多的再；另外；而且；更n.更多的量；另外的一些,
2182,morning,,/ˈmɔːnɪŋ/,n.早晨，上午,
2183,Moscow,,/ˈmɔskəʊ/,n.莫斯科,
2184,Moslem,,/ˈmɔzləm/,n.伊斯兰教徒，回教徒,
2185,Mosquito,,/məˈskiːtəʊ/,n.蚊子,
2186,most,(much或many的最高级),/məʊst/,a.&ad.最多n.大部分，大多数,
2187,mother,,/ˈmʌðə(r)/,n.母亲,
2188,motherland,,/ˈmʌðəlænd/,n.祖国,
2189,motivation,,/məʊtɪ'veɪʃn/,n.（做事的）动机,
2190,motor,,/ˈməʊtə(r)/,n.发动机，马达,
2191,motorbike,,/ˈməʊtəbaɪk/,n.摩托车,
2192,motorcycle,,/'məʊtəsaɪkl/,n.摩托车,
2193,motto,,/ˈmɔtəʊ/,n.箴言，格言,
2194,mountain,(mountains),/ˈmaʊntɪn(z)/,n.山，山脉,
2195,mountainous,,/ˈmaʊntɪnəs/,a.多山的,
2196,mourn,,/mɔːn/,vt.哀痛；哀悼,
2197,mouse,(复mice),/maʊs/,n.鼠，耗子；（计算机）鼠标,
2198,moustache,,/məs'tɑːʃ/,n.小胡子,
2199,mouth,,/maʊθ/,n.嘴，口,
2200,mouthful,,/ˈmaʊθfʊl/,n.满口，一口,
2201,move,,/muːv/,v.移动，搬动，搬家,
2202,movement,,/ˈmuːvmənt/,n.运动，活动,
2203,movie,,/ˈmuːvɪ/,n.（口语）电影,
2204,Mr.,(mister),/ˈmɪstə(r)/,n.先生（用于姓名前）,
2205,Mrs.,(mistress),/ˈmɪsɪz/,n.夫人，太太（称呼已婚妇女）,
2206,Ms.,,/mɪz/,n.女士(用在婚姻状况不明的女子姓名前),
2207,much,(more，most),/mʌtʃ/,a.许多的，大量的ad.非常；更加n.许多，大量，非常,
2208,mud,,/mʌd/,n.泥，泥浆,
2209,muddy,,/ˈmʌdɪ/,a.泥泞的,
2210,multiply,,/ˈmʌltɪplaɪ/,vt.乘；使相乘,
2211,murder,,/ˈmɜːdə(r)/,vt.谋杀,
2212,museum,,/mjuːˈzɪəm/,n.博物馆，博物院,
2213,mushroom,,/ˈmʌʃrʊm/,n.蘑菇,
2214,music,,/ˈmjuːzɪk/,n.音乐，乐曲,
2215,musical,,/ˈmjuːzɪk(ə)l/,a.音乐的，爱好音乐的n.音乐片,
2216,musician,,/mjuːˈzɪʃ(ə)n/,n.音乐家，乐师,
2217,must,,/mʌst/,v.必须，应当;必定是,
2218,mustard,,/ˈmʌstəd/,n.芥末，芥子粉,
2219,mutton,,/ˈmʌt(ə)n/,n.羊肉,
2220,my,,/maɪ/,pron.我的,
2221,myself,,/maɪˈself/,pron.我自己,
2222,nail,,/neɪl/,n.钉，钉子,
2223,name,,/neɪm/,n.名字，姓名，名称vt.命名，名叫,
2224,narrow,,/ˈnærəʊ/,a.狭窄的,
2225,nation,,/ˈneɪʃ(ə)n/,n.民族，国家,
2226,national,,/ˈnæʃən(ə)l/,a.国家的，全国性的，民族的,
2227,nationality,,/næʃəˈnælətɪ/,n.国籍,
2228,nationwide,,/ˈneɪʃ(ə)nwaɪd/,ad.全国范围内的，全国性的,
2229,native,,/ˈneɪtɪv/,a.本土的，本国的,
2230,natural,,/ˈnætʃər(ə)l/,a.自然的,
2231,nature,,/ˈneɪtʃə(r)/,n.自然，性质，种类,
2232,navy,,/ˈneɪvɪ/,n.海军,
2233,near,,/nɪə(r)/,a.近的ad.附近，邻近prep.在……附近，靠近,
2234,nearby,,/ˈnɪəbaɪ/,a.附近的,
2235,nearly,,/ˈnɪəlɪ/,ad.将近，几乎,
2236,neat,,/niːt/,a.整洁的；灵巧的,
2237,necessary,,/ˈnesəsərɪ;(US)ˈnesəserɪ/,a.必需的，必要的,
2238,neck,,/nek/,n.颈，脖子,
2239,necklace,,/ˈneklɪs/,n.项链,
2240,necktie,,/ˈnektaɪ/,n.领带，领花,
2241,need,,/niːd/,n.需要，需求aux.&v.需要，必须,
2242,needle,,/niːd(ə)l/,n.针,
2243,negotiate,,/nɪˈɡəʊʃɪeɪt/,v.谈判，协商,
2244,neighbour,(美neighbor),/ˈneɪbə(r)/,n.邻居，邻人,
2245,neighbourhood,(美neighborhood),/'neɪbəhʊd/,n.四邻；邻近地区,
2246,neither,,/ˈnaɪðə(r)，ˈniːðə(r)/,a.（两者）都不;也不,
2247,nephew,,/ˈnefjuː，ˈnevjuː/,n.侄子，外甥,
2248,nervous,,/ˈnɜːvəs/,a.紧张不安的,
2249,nest,,/nest/,n.巢；窝,
2250,net,,/net/,n.网,
2251,network,,/ˈnetwɜːk/,n.网络，网状系统,
2252,never,,/ˈnevə(r)/,ad.决不，从来没有,
2253,new,,/njuː;(US)nuː/,a.新的；新鲜的,
2254,NewYork,,/njuːjɔːk/,n.纽约,
2255,NewZealand,,/njuː'ziːlənd/,*n.新西兰,
2256,NewZealander,,/njuː'ziːləndə/,n.新西兰人,
2257,news,,/njuːz;(US)nuːz/,n.新闻，消息,
2258,newspaper,,/njuːz;(US)nuːz/,n.报纸,
2259,next,,/nekst/,a.最近的，紧挨着的，隔壁的；下一次ad.随后，然后，下一步n.下一个人（东西）,
2260,nice,,/naɪs/,a.令人愉快;好的漂亮的,
2261,niece,,/niːs/,n.侄女，甥女,
2262,night,,/naɪt/,n.夜；夜间,
2263,night-club,,/naɪt-klʌb/,n.夜总会,
2264,nine,,/naɪn/,num.九,
2265,nineteen,,/naɪnˈtiːn/,num.十九,
2266,ninety,,/ˈnaɪntɪ/,num.九十,
2267,ninth,,/naɪnθ/,num.第九,
2268,no,,/nəʊ/,ad.不，不是a.没有，无，不,
2269,No.,(number),/ˈnʌmbə(r)/,(缩)n.数字;号码,
2270,noble,,/ˈnəʊb(ə)l/,a.高贵的，贵族的,
2271,nobody,,/ˈnəʊbədɪ/,n.渺小人物pron.没有人，谁也不,
2272,nod,,/nɔd/,vi.点头,
2273,noise,,/nɔɪz/,n.声音，噪声，喧闹声,
2274,noisily,,/'nɔɪzɪlɪ/,ad.喧闹地,
2275,noisy,,/ˈnɔɪzɪ/,a.喧闹的，嘈杂的,
2276,none,,/nʌn/,pron.无任何东西，无一人,
2277,non-stop,,/nʌn-stɔp/,a.&ad.不停的，不断地,
2278,non-violent,,/nɔn-ˈvaɪələnt/,a.非暴力的,
2279,noodle,,/ˈnuːd(ə)l/,n.面条,
2280,noon,,/nuːn/,n.中午，正午,
2281,nor,,/nɔː(r)/,conj.也不,
2282,normal,,/ˈnɔːm(ə)l/,n.&a.正常的（状态）,
2283,north,,/nɔːθ/,a.北的;朝北的;从北来的ad.向（在，从）北方n.北;北方;北部,
2284,northeast,,/nɒːθ'iːst/,n.东北（部）,
2285,northern,,/ˈnɔːð(ə)n/,a.北方的，北部的,
2286,northwards,,/ˈnɔːθwədz/,ad.向北,
2287,northwest,,/nɒːθ'west/,n.西北,
2288,nose,,/nəʊz/,n.鼻,
2289,not,,/nɔt/,ad.不，没,
2290,note,,/nəʊt/,n.便条，笔记，注释；钞票，纸币；音符，音调vt.记下，记录；注意，留意,
2291,notebook,,/ˈnəʊtbʊk/,n.笔记簿,
2292,nothing,,/ˈnʌθɪŋ/,n.没有东西，没有什么adv.一点也不；并不,
2293,notice,,/ˈnəʊtɪs/,n.布告，通告；注意vt.注意，注意到,
2294,novel,,/ˈnɔv(ə)l/,n.（长篇）小说,
2295,novelist,,/ˈnɔvəlɪst/,n.小说家,
2296,November,,/nəʊˈvembə(r)/,n.11月,
2297,now,,/naʊ/,ad.现在,
2298,nowadays,,/ˈnaʊədeɪz/,ad.当今，现在,
2299,nowhere,,/ˈnəʊweə(r);(US)ˈnəʊhweər/,ad.任何地方都不，无处,
2300,nuclear,,/ˈnjuːklɪə(r)/,a.原子核的，原子能的，核动力的,
2301,numb,,/nʌm/,a.麻木的，失去知觉的，迟钝的,
2302,number,,/ˈnʌmbə(r)/,n.数，数字，号码，数量,
2303,nurse,,/nɜːs/,n.护士；保育员,
2304,nursery,,/ˈnɜːsərɪ/,n.托儿所,
2305,nursing,,/nɜːsɪŋ/,n.(职业性的）保育，护理,
2306,nut,,/nʌt/,n.坚果，果仁(胡桃，栗子等),
2307,nutrition,,/njuːˈtrɪʃ(ə)n/,n.营养，滋养,
2308,nylon,,/ˈnaɪlɔn/,n.尼龙,
2309,obey,,/əʊˈbeɪ/,v.服从，顺从，听从,
2310,object,,/ˈɔbdʒɪkt/,n.物，物体；宾语,
2311,observe,,/əbˈzɜːv/,v.观察，监视，观测,
2312,obtain,,/əbˈteɪn/,vt.获得；得到,
2313,obvious,,/ˈɔbvɪəs/,a.显然,
2314,occupation,,/ɔkjʊˈpeɪʃ(ə)n/,n.职业，工作,
2315,occur,,/əˈkɜː(r)/,vi.发生,
2316,ocean,,/ˈəʊʃ(ə)n/,n.海洋,
2317,Oceania,,/ˌəʊʃɪ'eɪnɪə/,n.大洋洲,
2318,o'clock,,/əˈklɔk/,n.点钟,
2319,October,,/ɔkˈtəʊbə(r)/,n.10月,
2320,of,,/ɔv，əv;(US)ɔːf/,prep.(表所属，数量，)….的,
2321,off,,/ˈɔf;(US)ɔːf/,prep.离开，脱离，（走）开,
2322,ad,,/æd/,.离开；（电自来水）停了，中断,
2323,offence,,/of·fence||ə'fens/,n.违法行为，犯罪,
2324,offer,,/ˈɔfə(r);(US)ɔːfər/,n.&vt.提供；建议,
2325,office,,/ˈɔfɪs;(US)ˈɔːfɪs/,n.办公室,
2326,officer,,/ˈɔfɪsə(r);(US)ˈɔːfɪsər/,n.军官;公务员，官员；警察，警官,
2327,official,,/əˈfɪʃ(ə)l;(US)ˈɔːf-/,n.（公司、团体或政府）官员，高级职员a.官方，政府的,
2328,offshore,,/ˈɔfʃɔː(r);(US)ˈɔːf-/,a.近海的,
2329,often,,/ˈɔf(ə)n;(US)ˈɔːfn/,ad.经常，常常,
2330,oh,,/əʊ/,int.哦！啊！,
2331,oil,,/ɔɪl/,n.油,
2332,oilfield,,/ˈɔɪlfiːld/,n.油田,
2333,OK,,/əʊˈkeɪ/,ad.（口语）好，对，不错,
2334,old,,/əʊld/,a.老的，旧的,
2335,Olympic,(Olympics),/əˈlɪmpɪk/,a.&n.奥林匹克,
2336,OlympicGames,,/əˈlɪmpɪkɡeɪms/,n.奥运会,
2337,omelette,,/ˈɔmlɪt/,n.煎蛋卷；煎蛋饼,
2338,on,,/ɔn/,prep.在…上（时），关于ad.（穿，放…）上；接通；进行下去（电灯）开,
2339,once,,/wʌns/,n.&ad.一次，一度，从前conj.一旦,
2340,one,,/wʌn/,pron.一（个，只…）(pl.ones)num.一,
2341,oneself,,/wʌnˈself/,pron.自己；自身,
2342,onion,,/ˈʌnjən/,n.洋葱；洋葱头,
2343,only,,/ˈəʊnlɪ/,a.惟一的，仅有的ad.仅仅，只，才,
2344,onto,,/ˈɔntʊ/,prep.到…的上面,
2345,open,,/ˈəʊpən/,a.开着的，开的vt.开，打开,
2346,opener,,/ˈəʊpənə(r)/,n.开具，启子,
2347,opening,,/ˈəʊpənɪŋ/,n.开放，口子,
2348,opera,,/ˈɔpərə/,n.歌剧,
2349,operahouse,,/ˈɔpərəhaʊs/,n.歌剧院，艺术剧院,
2350,operate,,/ˈɔpəreɪt/,v.做手术，运转；实施，负责，经营，管理,
2351,operation,,/ɔpəˈreɪʃ(ə)n/,n.手术，操作,
2352,operator,,/ˈɔpəreɪtə(r)/,n.接线员,
2353,opinion,,/əˈpɪnjən/,n.看法，见解,
2354,oppose,,/əˈpəʊz/,vt.反对；反抗,
2355,opposite,,/ˈɔpəzɪt/,n.相反，对面a.相反的，对面的,
2356,optimistic,,/ɔptɪˈmɪstɪk/,a.乐观的,
2357,optional,,/ˈɔpʃən(ə)l/,a.可选择的，选修的,
2358,or,,/ə(r)，ɔː(r)/,conj.或；就是；否则,
2359,oral,,/ˈɔːrəl/,a.口述的，口头上的,
2360,orange,,/ˈɔrɪndʒ;(US)ˈɔːr-/,n.橘子，橙子，橘汁a.橘色的，橙色的,
2361,orbit,,/ˈɔːbɪt/,n.（天体等的）运行轨道,
2362,order,,/ˈɔːdə(r)/,n.顺序,
2363,order,,/ˈɔːdə(r)/,vt.定购，定货；点菜,
2364,ordinary,,/ˈɔːdɪnərɪ;(US)ˈɔːrdənerɪ/,a.普通的，平常的,
2365,organ,,/ˈɔːɡən/,n.（人，动物）器官,
2366,organise,(美organize),/'ɔːgənaɪz/,vt.组织,
2367,organiser,(organizer),/'ɔːgənaɪzə/,n.组织者,
2368,organization,,/ɔːɡənaɪˈzeɪʃ(ə)n/,n.组织，机构,
2369,origin,,/ˈɔrɪdʒɪn/,n.起源，由来,
2370,other,,/ˈʌðə(r)/,pron.别人，别的东西a.别的，另外的,
2371,otherwise,,/ˈʌðəwaɪz/,ad.要不然，否则，另样,
2372,Ottawa,,/ˈɔtəwə/,n.渥太华,
2373,ouch,,/aʊtʃ/,int（突然受痛时叫声）哎哟,
2374,ought,,/ɔːt/,v.&aux.应该，应当,
2375,our,,/ˈaʊə(r)/,pron.我们的,
2376,ours,,/ˈaʊəz/,pron.我们的,
2377,ourselves,,/aʊəˈselvz/,pron.我们自己,
2378,out,,/aʊt/,ad.出外;在外，向外;熄,
2379,outcome,,/ˈaʊtkʌm/,n.结果，效果,
2380,outdoors,,/aʊtˈdɔːz/,ad.在户外，在野外,
2381,outer,,/ˈaʊtə(r)/,a.外部的，外面的,
2382,outgoing,,/ˈaʊtɡəʊɪŋ/,a.爱交际的，外向的,
2383,outing,,/ˈaʊtɪŋ/,n.郊游，远足,
2384,outline,,/ˈaʊtlaɪn/,n.概述，略述,
2385,output,,/ˈaʊtpʊt/,n.产量，输出量,
2386,outside,,/aʊtˈsaɪd/,n.外面ad.在外面；向外面prep.在…外面,
2387,outspoken,,/aʊtˈspəʊkən/,a.直率，坦诚,
2388,outstanding,,/aʊtˈstændɪŋ/,a.优秀的，杰出的,
2389,outward,,/ˈaʊtwəd/,ad.向外的，外出的,
2390,outwards,,/ˈaʊtwəd/,ad.向外的，外出的,
2391,oval,,/ˈəʊv(ə)l/,n.&adj.椭圆；椭圆形的,
2392,over,,/ˈəʊvə(r)/,prep.在…上方，越过，遍及ad.翻倒，遍布，越过，结束,
2393,overcoat,,/ˈəʊvəkəʊt/,n.大衣,
2394,overcome,,/əʊvəˈkʌm/,v.克服，解决,
2395,overhead,,/əʊvəˈhed/,a.在头顶上;架空的,
2396,overlook,,/əʊvəˈlʊk/,v.忽略，不予理会,
2397,overweight,,/əʊvəˈweɪt/,a.太胖的，超重的,
2398,owe,,/əʊ/,vt.欠（债等）,
2399,own,,/əʊn/,a.自己的v.拥有，所有,
2400,owner,,/ˈəʊnə(r)/,n.物主，所有人,
2401,ownership,,/ˈəʊnəʃɪp/,n.所有制,
2402,ox,(复oxen),/ɔks/,n.牛；公牛,
2403,oxygen,,/ˈɔksɪdʒ(ə)n/,n.氧；氧气,
2404,pace,,/peɪs/,n.步子；节奏,
2405,Pacific,,/pəˈsɪfɪk/,a.太平洋的,
2406,thePacificOcean,,/ðə pəˈsɪfɪkˈəʊʃ(ə)n/,太平洋,
2407,pack,,/pæk/,n.包，捆;（猎犬、野兽的）一群v.(为运输或储存而)打包,
2408,package,,/ˈpækɪdʒ/,n.（尤指包装好或密封的容器）一包，一袋，一盒,
2409,packet,,/ˈpækɪt/,n.小包裹，袋,
2410,paddle,,/ˈpæd(ə)l/,n.桨状物，蹼,
2411,page,,/peɪdʒ/,n.页，页码,
2412,pain,,/peɪn/,n.疼痛，疼,
2413,painful,,/ˈpeɪnfʊl/,a.使痛的，使痛苦的,
2414,paint,,/peɪnt/,n.油漆vt.油漆，粉刷，绘画,
2415,painter,,/ˈpeɪntə(r)/,n.绘画者，（油）画家,
2416,painting,,/ˈpeɪntɪŋ/,n.油画，水彩画,
2417,pair,,/peə(r)/,n.一双，一对,
2418,palace,,/ˈpælɪs/,n.宫，宫殿,
2419,pale,,/peɪl/,a.苍白的，灰白的,
2420,pan,,/pæn/,n.平底锅,
2421,pancake,,/ˈpænkeɪk/,n.薄煎饼,
2422,panda,,/ˈpændə/,n.熊猫,
2423,panic,,/ˈpænɪk/,a./v.惊慌，恐慌，惶恐不安,
2424,paper,,/ˈpeɪpə(r)/,n.纸；报纸,
2425,paperwork,,/ˈpeɪpəwɜːk/,n.日常文书工作,
2426,paragraph,,/ˈpærəɡrɑːf;(US)ˈpærəgræf/,n.（文章的）段落,
2427,parallel,,/'pærəlel/,n.极其相似的人，纬线,
2428,parcel,,/ˈpɑːs(ə)l/,n.包裹,
2429,pardon,,/ˈpɑːd(ə)n/,n.原谅，宽恕，对不起,
2430,parent,,/ˈpeərənt/,n.父(母)，双亲,
2431,Paris,,/ˈpærɪs/,n.巴黎,
2432,park,,/ˈpærɪs/,n.公园,
