id,type,mchoice,ans,eword,title,opa,opb,desc
"cnwstqi2807","primary","N","B","隘","隘","㇌ 丨 一 一 𠃍 丿 丨 丨 丶 丨 丶 丿","㇌ 丨 丶 丿 一 丿 丶 丨 𠃍 丨 丨 一","隘  (形声。籀文从阜，益声。阜，土山，从阜'的字多与地势有关。本义狭窄;狭小) 同本义 隘，陋也。--《说文》 君子以为隘矣。--《礼记·礼器》。注狭陋也。' 相逢狭路间，道隘不容车。--《古诗十九"
"cnwstqi2808","primary","N","B","媒","媒","𡿨 丿 一 一 丨 一 一 丨 丿 一 丨 ㇏","𡿨 丿 一 一 丨 丨 一 一 一 丨 丿 ㇏","媒  (形声。从女，某声。本义婚姻介绍人，媒人) 同本义  媒，谋也。谋合二姓。--《说文》 匪我愆期，子无良媒。--《诗·卫风·氓》 不待父母之命，媒妁之言，钻穴隙相窥，逾墙相从。--《孟子·滕文公"
"cnwstqi2809","primary","N","B","絮","絮","𡿨 丿 一 𠃋 𠃋 丶 丨 一 丶 丿 𠃍 亅","𡿨 丿 一 丨 𠃍 一 𠃋 𠃋 丶 亅 丿 丶","絮  (形声。从糸，如声。本义粗丝绵) 同本义  絮，敝绵也。--《说文》。按，好者为绵，恶者为絮。 絮三斤。--《汉书·高帝纪》。古无木绵，以絮纳袷中，谓之装褚，曰袍。 剖其中，干若败絮。--明·刘"
"cnwstqi2810","primary","N","A","嫂","嫂","𡿨 丿 一 丿 丨 一 𠃍 一 一 丨 ㇇ ㇏","𡿨 丿 一 一 一 𠃍 丨 ㇇ ㇏ 丿 丨 一","嫂〈名〉 (形声。从女，叟声。本义兄之妻) 同本义  嫂，兄妻也。--《说文》 女子谓兄之妻为嫂。--《尔雅》 是嫂亦可谓之母乎?--《礼记太传》 兄弟嫂妹妻妾皆窃笑之。--《史记·苏秦列传》 又如表"
"cnwstqi2811","primary","N","B","媚","媚","𡿨 丿 一 丿 一 一 一 𠃍 𠃍 丨 丨 一","𡿨 丿 一 𠃍 丨 一 丿 丨 𠃍 一 一 一","媚  (形声。从女，眉声。眉'也有示意作用，表示以目媚人。本义爱;喜爱) 同本义  媚，说也。--《说文》 思媚周姜。--《诗·大雅·思齐》。传爱也。' 媚兹一人。--《诗·大雅·下武》 又如媚子(所"
"cnwstqi2812","primary","N","B","婿","婿","𡿨 丿 乛 丿 丨 丨 一 一 一 一 𠃌 ㇏","𡿨 丿 一 乛 丨 一 丿 ㇏ 丨 𠃌 一 一","婿  (形声。从女，胥声。或作壻'。本义古时女子称夫为婿) 同本义  壻，夫也。--《说文》 女子之夫为壻。--《尔雅》 壻执雁入。--《礼记·昏义》 壻御轮三周。--《诗·有女同车》笺 赵有侧室曰穿"
"cnwstqi2813","primary","N","B","登","登","㇇ 丶 𠃍 丨 丿 一 一 一 丿 丶 丿 ㇏","㇇ 丶 丿 丿 ㇏ 一 丨 𠃍 一 丶 丿 一","登  (象形。本义上车) 同本义  登，上车也。--《说文》 登，陞也。--《尔雅》 登车则有光矣。--《礼记·玉藻》 登轼而望之。--《左传·庄公十年》 升，上，从下而上  登席不由前。--《礼记·"
"cnwstqi2814","primary","N","A","缅","缅","𠃋 𠃋 ㇀ 一 丿 丨 𠃍 丨 丨 一 一 一","𠃋 𠃋 一 一 丿 𠃍 丨 一 ㇀ 丨 丨 一","缅  (形声。从糸，面声。本义微丝) 同本义  缅，微丝也。--《说文》 缅甸的简称  缅  遥远  举下缅也。--《谷梁传·庄公三年》 缅然引领南望。--《国语·楚语》 又如缅然(遥远的样子);缅求"
"cnwstqi2815","primary","N","B","缆","缆","𠃋 𠃋 乚 丿 丨 丨 丿 一 ㇀ 丶 𠃍 丨","𠃋 𠃋 ㇀ 丨 丨 丿 一 丶 丨 𠃍 丿 乚","缆  (形声。从糸，表示与线丝有关，览声。本义系船用的粗绳) 同本义  结缆排鱼网。--杜甫《舟中》 又如新船砍缆下水 许多股绞成的粗绳  缆  拴;系  急系缆。--宋·陆游《过小孤山大孤山》 又如"
"cnwstqi2816","primary","N","B","缉","缉","𠃋 𠃋 一 丨 丨 一 丨 一 𠃍 一 一 ㇀","𠃋 𠃋 ㇀ 丨 𠃍 一 一 丨 丨 一 一 一","缉  (形声。从糸，表示与线丝、缠织有关。本义绩，把麻搓成线) 众妇夜缉灯烘。--宋·苏轼《次子由诗相庆》 又如缉绩(纺织，编织);缉取(搓成);缉麻(绩麻);缉妇(从事纺绩的妇女) 搜捕  访缉纠诘"
"cnwstqi2817","primary","N","B","缎","缎","𠃋 𠃋 一 一 丨 ㇀ ㇍ 丿 ㇀ ㇏ ㇇ 丿","𠃋 𠃋 ㇀ 丿 丨 一 一 ㇀ 丿 ㇍ ㇇ ㇏","缎  (形声。从糸，段声。本义缝贴于鞋跟的革片、丝绦之类) 同本义  履舄鞜襞绒缎紃。--《急就篇》 一种质地厚密而有光泽的丝织物  诏赐抚臣名马衣缎。--《聊斋志异·促织》 又如缎疋(缎的总称。亦泛"
"cnwstqi2818","primary","N","B","缓","缓","𠃋 𠃋 ㇇ 一 ㇏ 丿 丿 ㇀ 丶 丿 丶 一","𠃋 𠃋 ㇀ 丿 丶 丶 丿 一 一 丿 ㇇ ㇏","缓  (形声。从糸，爰声。本义宽松;宽大) 同本义  慢;不急迫。与急'相对  缓，舒也。--《广韵》 夫人于事己者过急，于事人者过缓。--《战国策·卫策》 民事不可缓也。--《孟子·滕文公上》 又如"
"cnwstqi2819","primary","N","A","缔","缔","𠃋 𠃋 ㇀ 丶 一 丶 丿 ㇀ 乛 丨 𠃌 丨","𠃋 𠃋 一 丨 丿 ㇀ 丶 乛 丨 丶 ㇀ 𠃌","缔  (形声。从糸，帝声。本义结在一起) 同本义  缔，结不解也。--《说文》 合从缔交。--贾谊《过秦论》。注连接也。' 缔交翩翩。--左思《吴都赋》 又如缔婚(结婚);缔生(联结而生);缔连(联结"
"cnwstqi2820","primary","N","B","缕","缕","𠃋 𠃋 丨 丶 丿 丿 一 ㇀ ㇏ 丿 𡿨 一","𠃋 𠃋 ㇀ 丶 丿 一 丨 丿 ㇏ 𡿨 丿 一","缕  (形声。从糸，表示与线丝有关。娄声。本义麻线) 同本义  缕，线也。--《说文》。段注凡蚕者为丝，麻者为缕。' 麻缕丝絮轻重同，则贾相若。--《孟子·滕文公上》 有布缕之征。--《孟子》。注紩铠"
"cnwstqi2821","primary","N","B","骗","骗","𠃍 ㇉ 丨 丶 𠃍 丿 丨 丨 一 一 ㇀ 𠃌","𠃍 ㇉ ㇀ 丶 𠃍 一 丿 丨 𠃌 一 丨 丨","骗  (形声。从马，扁声。本义跃而上马) 跃上马背而骑乘;骑。同騗'  骗，谓跃上马也。--《纂文》 又如骗马(飞身上马;勾引、调戏妇女);骗石(上马或登车用的垫脚石) 欺骗;哄劝  骗词(欺骗的话)"
"cnwstqi2822","primary","N","B","编","编","𠃋 𠃋 ㇀ 丶 丨 一 丨 𠃍 丨 一 𠃌 丿","𠃋 𠃋 ㇀ 丶 𠃍 一 丿 丨 𠃌 一 丨 丨","编  (形声。从糸)，扁声。本义顺次排列，编结在一起) 同本义  编，次简也。--《说文》 以绳次物曰编。--《声类》 春秋编年，四时具而后为年。--《谷梁传·桓公元年》 且请编之于令，永为国典。--"
"cnwstqi2823","primary","N","A","骚","骚","𠃍 ㇉ ㇀ ㇇ ㇏ 丶 丨 𠃍 一 丨 一 丶","𠃍 ㇉ 丶 ㇇ ㇏ 丨 一 𠃍 ㇀ 一 丨 丶","骚  (形声。从马，蚤声。本义刷马) 同本义  骚，摩马。--《说文》。段玉裁注人曰搔，马曰骚，其意一也。摩马，如今人之刷马。' 骚动;动乱 骚，扰也。--《说文》。按，谓马扰动也。 骚，动也。--《"
"cnwstqi2824","primary","N","A","缘","缘","𠃋 𠃋 ㇀ 𠃋 ㇇ 一 丿 ㇁ 丿 丿 丿 ㇏","𠃋 𠃋 丿 ㇀ ㇇ 丿 ㇏ 丿 𠃋 ㇁ 一 丿","缘  器物的边沿  低下头去把嘴唇搁在杯缘。--茅盾《蚀·追求》 又如缘石(砌筑在车行道与人行道之间的长条形石块或混凝土块，用以保护人行道并使车行道的路边水流通畅);缘海(边缘海;沿海，接海);缘边("
"cnwstqi2825","primary","N","A","瑟","瑟","一 一 丨 一 一 一 丨 一 ㇀ ㇃ 丶 丿 丶","一 一 一 ㇀ ㇃ 丨 丿 一 丶 一 丨 一 丶","瑟〈名〉 (指事。从珡，必声。本义 古代拨弦乐器。形似古琴，每弦一柱，但无征位)  瑟，庖牺所作弦乐也。--《说文》 大瑟小瑟。--《礼记·明堂位》 大瑟谓之灑。--《尔雅》。注二十七弦。世本，疱牺作"
"cnwstqi2826","primary","N","B","鹉","鹉","一 一 丶 丶 一 ㇂ 一 丨 丿 𠃌 ㇀ ㇉ 丨","一 一 丨 一 丨 ㇀ ㇂ 丶 丿 𠃌 丶 ㇉ 一","见鹦鹉'。鸟名"
"cnwstqi2827","primary","N","A","瑞","瑞","一 一 丨 ㇀ 丨 ㇄ 丨 一 丿 丨 𠃌 丨 丨","一 一 丿 丨 丨 𠃌 丨 ㇄ 丨 丨 丨 一 ㇀","瑞  (形声。从玉，聑声)声。本义玉制的符信，作凭证用) 同本义  瑞，以玉为信也。--《说文》 掌玉瑞器之藏。--《周礼·典瑞》。注;符信也，人执以见曰瑞。' 成六瑞益王所用镇圭也。--《周礼·小行"
"cnwstqi2828","primary","N","A","瑰","瑰","一 一 丨 ㇀ 丿 丨 𠃍 一 一 丿 乚 𠃋 丶","一 一 一 一 丨 ㇀ 𠃍 乚 丿 𠃋 丿 丨 丶","瑰  (形声。从玉， 鬼声。本义 美玉; 美石) 同本义  瑰，攻瑰火齐也。--《说文》 赤玉攻瑰。--《史记·司马相如传》 何以赠之，琼瑰玉佩。--《诗·秦风·渭阳》 又如瑰琼(美石;美玉);瑰瓒("
"cnwstqi2829","primary","N","A","瑙","瑙","一 一 丨 ㇀ 𡿨 𡿨 𡿨 丿 丨 𠃍 丿 丶 一","一 一 一 𡿨 𡿨 丶 丿 丿 丨 𡿨 𠃍 ㇀ 丨","瑙 (形声。从玉，卍声。双音词玛瑙') --见玛瑙'"
"cnwstqi2830","primary","N","A","魂","魂","一 一 𠃋 丶 丿 丨 𠃍 一 一 丿 乚 𠃋 丶","一 一 𠃋 𠃍 丿 一 丶 丶 一 丨 丿 乚 𠃋","魂  (形声。从鬼，云声。本义灵魂，古人想象的能离开人体而存在的精神) 同本义  魂，阳气也。--《说文》 人生始化为魄，既生魄，阳曰魂。--《左传·昭公七年》 聊乐我魂。--《韩诗·出其东门》 魂者"
"cnwstqi2831","primary","N","B","肆","肆","一 丨 一 一 一 一 𠃍 一 一 一 丶 丨 𠃋","一 丨 一 一 一 𠃋 丶 𠃍 一 一 一 一 丨","肆  (形声。从长，聿声。本义摆设;陈列) 同本义  肆，极陈也。--《说文》。朱骏声曰此字本训长。' 肆，陈也。--《广韵》 或剥或享，或肆或将。--《诗·小雅·楚茨》 肆筵设席，授几有缉御。--《"
"cnwstqi2832","primary","N","A","摄","摄","一 亅 ㇀ 一 丨 丨 一 一 一 ㇇ 丶 ㇇ ㇏","一 亅 丨 丨 一 一 ㇏ 一 丶 ㇇ ㇀ ㇇ 一","摄  (形声。从手，聂声。本义牵曳) 同本义  摄，引持也。--《说文》 摄车从之。--《左传·襄公二十三年》 又如摄力(引力);摄弓(张弓注矢作射击准备);摄水(引水) 执;持  庭实皮，则摄之。-"
"cnwstqi2833","primary","N","A","摸","摸","一 亅 ㇀ 一 丨 丨 丨 𠃍 一 一 一 丿 ㇏","一 亅 丨 丿 丨 𠃍 丨 ㇏ ㇀ 一 一 一 一","摸  (形声。从手，莫声。本义用手接触或轻摩物体) 同本义  邕读(曹娥碑)，能手摸其文读之。--《后汉书·蔡邕传》 又如摸脸;摸摸她的手;这衣料摸着很软;摸索(抚摩，以手接触);摸挲(亦作摸娑'。抚"
"cnwstqi2834","primary","N","B","填","填","一 丨 一 一 一 ㇀ 𠃍 丨 丶 一 丿 一 丨","一 丨 ㇀ 一 丨 丨 𠃍 一 一 一 一 丿 丶","填〈动〉 (形声。从土，真声。本义充塞) 同本义  填，塞也。--《说文》 填坑满谷。--《史记·司马相如传》 填如也。--《荀子·大略》 宾客亦填门。--《汉书·郑当时传》 负草填之。--《资治通鉴"
"cnwstqi2835","primary","N","B","搏","搏","一 亅 一 一 一 亅 丶 𠃍 丶 一 ㇀ 丨 丨","一 亅 ㇀ 一 丨 𠃍 一 一 丨 丶 一 亅 丶","搏  (形声。从手，尃)声。本义搏斗，对打) 同本义  搏，索持也。--《说文》 搏，击也。--《广雅》 屏左右而相搏。--《谷梁传·僖公元年》 晋侯梦与楚子博。--《左传·僖公二十八年》 鸷虫攫博。"
"cnwstqi2836","primary","N","A","塌","塌","一 丨 ㇀ 丨 𠃍 一 一 𠃌 丶 ㇀ 𠃌 丶 ㇀","一 丨 一 𠃌 ㇀ 丨 丶 ㇀ ㇀ 𠃍 𠃌 丶 一","塌〈动〉 因凹陷而倒塌  塌，堕也。--《广雅》 天崩地塌壮士死。--吴士玉《玉带生歌奉和漫堂先生》 忽忆雨时秋井塌。--杜甫《苏端薛复筵简薛华醉歌》 又如塌岸(朽坏、坍塌的埽岸或堤岸);房子塌了;倒"
"cnwstqi2837","primary","N","B","鼓","鼓","一 丨 丨 ㇇ 𠃍 一 ㇏ 丶 ㇀ 一 丿 一 丨","一 丨 一 丨 𠃍 一 丶 丿 ㇀ 一 丨 ㇇ ㇏","鼓  (会意。甲骨文字形，左边是鼓的本字，右边是支'，表示手持棒槌击鼓。本义鼓，一种打击乐器) 同本义  鼓，郭也。春分之音。--《说文》 鼓，廓也。张皮以冒之，其中空也。--《释名·释乐器》 击鼓其"
"cnwstqi2838","primary","N","B","摆","摆","一 亅 丨 一 丨 丶 丨 𠃋 一 𠃍 丨 ㇀ 一","一 亅 ㇀ 丨 𠃍 丨 丨 一 一 丨 一 𠃋 丶","摆   (形声。从手，罢声。本义撇开;摆脱)  同本义   何当摆俗累，浩荡乘沧溟?--杜甫《桥陵》  又如摆落(摆脱)  排列;放置   说话时，已摆了茶果子来。--《红楼梦》  又如摆正(摆放端正"
"cnwstqi2839","primary","N","B","携","携","一 亅 丨 ㇀ 𠄎 一 丨 一 一 丶 丿 一 丿","一 亅 ㇀ 丿 丨 丶 一 一 一 丨 一 𠄎 丿","携  (形声。从手，隽声。本义提着) 同本义(把地上的物品举提起来)  携，提也。--《说文》 如璋如圭，如取如携。--《诗·大雅·板》 又如携壶;携带(提挈，照顾);携酒牵羊;携杖 拿着，持  闲携"
"cnwstqi2840","primary","N","B","搬","搬","一 亅 丿 ㇀ ㇇ ㇏ 丶 丿 一 丶 𠃌 ㇍ 丿","一 亅 ㇀ 丿 丿 𠃌 丶 一 丶 丿 ㇍ ㇇ ㇏","搬  (形声。从手，般声。本义挪动) 同本义  师见僧搬土次，乃以一块土放僧担上。--《五灯会元·文益禅师》 又如搬起石头打自己的脚;把货物搬走;他早就搬走了;搬场(迁居) 套用，移用  搬请;求助"
"cnwstqi2841","primary","N","A","摇","摇","一 亅 ㇀ 丿 丶 丶 丿 丿 一 一 丨 ㇄ 丨","一 亅 ㇀ ㇄ 丿 丨 一 丿 丶 丶 一 丿 丨","摇  (形声。从手，本义摇动;摆动) 同本义  摇，动也。--《说文》 摇，作也。--《尔雅》 摇者不定。--《管子·心术》 复命摇作。--《庄子·则阳》 夹而摇之。--《考工记·矢人》 四顾何茫茫，"
"cnwstqi2842","primary","N","A","搞","搞","一 亅 ㇀ 丶 一 丨 𠃍 一 丨 𠃌 丨 𠃍 一","一 亅 一 𠃌 丨 一 𠃍 ㇀ 丶 一 𠃍 丨 丨","搞〈动〉 形声。从手，高声。本义做，干，办，弄 同本义  你们这里的事我搞不来，你们不是革命，是胡闹。--《潘虎》 又如搞得不坏;搞价(商议价钱) 进行;开展  暗中使用  拟订  生产  玩弄  挣"
"cnwstqi2843","primary","N","B","塘","塘","一 丨 𠃍 一 𠃍 一 丨 一 丶 丿 ㇀ 一 丨","一 丨 ㇀ 丶 一 丿 𠃍 一 一 丨 丨 𠃍 一","塘〈名〉 (形声。从土，唐声。本义堤岸) 同本义  池塘生春草。--谢灵运《登池上楼》 又如塘岸(堤岸);塘埝，塘埭(塘坝);塘堰(小型蓄水工程。现指塘坝);塘坟(近海盐区无山地，盐民死后在海堤下掘一"
"cnwstqi2844","primary","N","A","摊","摊","一 亅 ㇀ ㇇ 丶 丿 丨 丶 一 一 一 丨 一","一 亅 丿 丨 一 一 一 ㇇ ㇀ 丶 丨 丶 一","摊〈动〉 (形声。从手，难声。本义平铺) 同本义  摊派  分摊(分担)  把糊状食物倒在锅中使成为薄片  摊 〈名〉 摊子  古代 摊（攤） ⒈展开，摆开～开。把意见～出来。 ⒉将糊状物放在热锅里铺"
"cnwstqi2845","primary","N","A","聘","聘","一 丨 丨 一 一 ㇀ 丨 𠃍 一 丨 一 一 ㇉","一 丨 一 一 ㇀ 丨 丨 一 ㇉ 𠃍 一 一 丨","聘〈动〉 (形声。从耳，甹声。探问消息要靠耳朵，故从耳'。本义访问，探问) 同本义  聘，访也。--《说文》 聘，问也。--《尔雅》 靡使归聘。--《诗·小雅·采薇》 季冬聘王梦。--《周礼·占梦》"
"cnwstqi2846","primary","N","A","斟","斟","一 丨 丨 一 一 一 丿 丶 ㇄ 丶 丶 一 丨","一 丨 丶 ㇄ 一 一 丨 丿 丨 一 丶 一 丶","斟  (形声。从斗，甚声。本义用勺子舀取) 同本义  斟，勺也。--《说文》 斟，酌也。--《广雅》 孔子穷乎陈蔡之间，藜羹不斟，七日不尝粒。--《吕氏春秋》 太行何艰哉，北斗不可斟。--唐·顾况《游"
"cnwstqi2847","primary","N","A","蒜","蒜","一 丨 丨 一 一 亅 丿 丶 一 一 亅 丿 丶","一 丨 丨 丶 一 一 亅 丿 亅 一 丿 丶 一","蒜  (形声。从苃，祘声。本义一种多年生草本植物。有大蒜、小蒜两种) 同本义  栽，从古已有。蒜苗、蒜苔作蔬菜，蒜头作佐料和入药 蒜，荤菜也。--《说文》 蒜，菜之美者--《齐民要术》引《说文》 又如"
"cnwstqi2848","primary","N","B","勤","勤","一 丨 𠃍 一 丨 丨 丿 一 一 𠃌 ㇀ 丨 一","一 丨 丨 一 丨 𠃍 一 一 一 丨 ㇀ 𠃌 丿","勤〈动〉 (形声。右形，左声。本义劳累，劳苦) 尽力多做，不断地做  勤，劳也。--《说文》 文王既勤止。--《诗·周颂·赍》 勤者，有事则收之。--《礼记·玉藻》。注执劳辱之事也。' 厥父母勤劳稼穑"
"cnwstqi2849","primary","N","B","靴","靴","一 丨 丨 丨 丿 丨 乚 丨 𠃍 一 丿 一 一","一 丨 丨 一 丨 𠃍 一 一 丨 丿 丨 丿 乚","靴  (形声。从革，化声。革，皮革。本义高到踝骨以上的长筒鞋) 同本义  尝有人著靴骑驴，至兆门外。--《晋书》 又如靴叶子(塞藏在靴筒内可折叠的票夹);靴桶(靴靿。靴筒);靴衫(乘马时所穿的衣服);"
"cnwstqi2850","primary","N","A","靶","靶","一 丨 丨 一 丨 𠃍 一 一 丨 𠃍 丨 一 乚","一 丨 一 丨 𠃍 一 丨 一 𠃍 乚 丨 丨 一","靶   靶子   靶场   靶心   靶  靶子。练习射击或射箭的目标。借指攻击的对象打～、成了别人的～子。  靶 1.辔首垂下部，即辔革。 2.缰绳。 3.器物上便于用手拿的部分。 4.枪靶子。借指"
"cnwstqi2851","primary","N","B","鹊","鹊","一 丨 一 丨 一 丿 一 丨 𠃌 一 丶 ㇉ 𠃍","一 丨 丨 一 丨 𠃍 一 一 丿 𠃌 丶 ㇉ 一","鹊  (形声。从鸟，昔声。字本从隹，隶变作鸟。见《说文》舃'字注。本义喜鹊) 同本义  维鹊有巢，维鸠居之。--《诗·召南·鹊巢》 鹊始巢。--《礼记·月令·季冬》 明月别枝惊鹊。--宋·辛弃疾《西江"
"cnwstqi2852","primary","N","A","蓝","蓝","一 丨 丨 丨 丨 丿 一 丶 丨 𠃍 丨 丨 一","一 丨 𠃍 丨 丨 丨 丶 丨 丨 一 丨 一 丿","蓝  (形声。从苃，监声。本义蓼蓝) 同本义  蓝，染青草也。--《说文》 终朝采蓝。--《诗·小雅·采绿 青，取之于蓝而青于蓝。--《荀子·劝学》 春来江水绿如蓝。--唐·白居易《忆江南》 又如木蓝"
"cnwstqi2853","primary","N","B","墓","墓","一 丨 丨 丨 一 一 一 一 丿 ㇏ 一 𠃍 丨","一 丨 丨 丨 𠃍 一 一 一 丿 ㇏ 一 丨 一","墓  (形声。从土，莫声。本义上古时期凡掘塘穴葬棺木，盖土与堆平，不植树者称墓。泛指坟墓) 同本义◇不加区别，统称作墓  墓，丘也。--《说文》 墓，冢也。--《广雅》 墓，土也。--《论衡·讥日》"
"cnwstqi2854","primary","N","A","幕","幕","一 丨 丨 丨 𠃍 一 一 一 丿 ㇏ 丨 𠃌 丨","一 丨 丿 𠃌 丨 𠃍 丨 一 丨 ㇏ 丨 一 一","幕  (形声。从巾，莫声。本义覆布，帐篷的顶布) 同本义  幕，帷在上曰幕。--《说文》 舞于鲁君之幕下。--《谷梁传·定公十年》 楚幕有乌。--《左传·庄公二十八年》 夫子之在此也，犹燕之巢于幕上。"
"cnwstqi2855","primary","N","A","蓬","蓬","一 丨 丨 丿 ㇇ ㇏ 一 一 一 丨 丶 ㇋ ㇏","一 丨 丨 丿 ㇏ 一 ㇏ ㇇ 丶 ㇋ 一 一 丨","蓬〈名〉 (形声。从苃，逢声。本义草名。蓬蒿) 同本义  蓬，蒿也。--《说文》 彼茁者蓬。--《诗·召南·驺虞》 桑蓬矢六。--《礼记·内则》 若纵火于秋蓬。--《楚辞·沈江》。注蒿也。' 飘萍浮而"
"cnwstqi2856","primary","N","A","蓄","蓄","一 丨 丨 丶 一 𠃋 𠃋 丶 丨 𠃍 一 丨 一","一 丨 一 丨 一 丨 𠃋 𠃍 丶 𠃋 丨 丶 一","蓄  (形声。从苃，畜声。本义积聚，储藏) 同本义  蓄，积也。--《说文》 蓄，聚也。--《广雅》 我有旨蓄，亦以御冬。--《诗·邶风·谷风》 洪恩素蓄。--张衡《东京赋》 蓄积者，天下之太命也。-"
"cnwstqi2857","primary","N","A","蒲","蒲","一 丨 丨 丶 丶 ㇀ 一 丨 𠃌 一 一 丨 丶","一 丨 丶 丨 𠃌 丶 丨 丨 ㇀ 一 一 丶 一","蒲〈名〉 (形声。从水乷，浦声。本义植物名。香蒲) 同本义  蒲，水草也。可以作席。--《说文》 有蒲与荷。--《诗·陈风·泽陂》 共其苇蒲之事。--《周礼·泽虞》。注以为席。' 男执蒲璧。--《周礼"
"cnwstqi2858","primary","N","A","蓉","蓉","一 丨 丨 丶 ㇀ 乛 丿 丶 丿 ㇏ 丨 𠃍 一","一 丨 乛 丿 ㇏ 丨 丨 丶 ㇀ 丶 一 丿 𠃍","蓉  四川成都市的简称  豆类、瓜果煮熟晒干后磨粉做的糕点馅儿  蓉 ⒈成都市的别称。 ⒉［苁蓉］见苁。［芙蓉］见芙"
"cnwstqi2859","primary","N","B","蒙","蒙","一 丨 ㇏ 丿 ㇁ 丨 丿 一 丿 乛 一 ㇀ 丿","一 丨 丨 ㇀ 乛 一 一 丿 ㇁ 丿 丿 丿 ㇏","蒙  昏迷，暂时失去知觉的  蒙  欺骗  胡乱猜测  蒙  (形声。从苃，冡声。本义草名) 草名。即菟丝  指蒙童  蒙（矇） ⒈欺骗莫～人。欺上～下。 ⒉昏头发～。 ⒊乱猜这次他～对了。 蒙 ⒈愚"
"cnwstqi2860","primary","N","A","蒸","蒸","一 丨 丨 ㇇ 亅 ㇇ 丿 ㇏ 一 ㇀ 丶 丶 丶","一 丨 亅 丶 ㇀ 丿 ㇇ 丨 丶 丶 一 ㇇ ㇏","蒸  (形声。焌声。本义麻秆) 同本义  蒸，析麻中干也。--《说文》。今俗谓之麻骨棓，古烛用之，故凡用麻干葭苇竹木为烛皆曰蒸。 蒸，炬也。--《广雅》 故云烛用蒸也。--《仪礼》疏 细小的木柴  共"
"cnwstqi2861","primary","N","A","献","献","一 丨 丨 𠃌 丶 丿 一 一 丨 一 丿 ㇏ 丶","一 丨 丿 一 丨 一 丨 丿 丶 𠃌 丶 ㇏ 一","献  (会意。从犬，鬳声。犬'代表进献之物。本义献祭) 同本义  献，宗庙犬，名羹献。犬肥者以献之。--《说文》 犬曰羹献。--《礼记·曲礼》。按，礼凡荐腥谓之献。 献禽以祭祖。--《周礼·大司马》"
"cnwstqi2862","primary","N","B","椿","椿","一 丨 丨 一 丿 一 一 一 一 丶 𠃍 丿 ㇏","一 丨 丿 丶 一 一 一 丿 ㇏ 丨 𠃍 一 一","椿  (形声。从木，春声。本义木名。指大椿。古代传说大椿长寿，后因以喻父。如椿年) 同本义  上古有大椿者。--《庄子·逍遥游》。司马注椿木一名橓。' 因其长寿，后用来形容高龄。亦用以指父亲。如椿年("
"cnwstqi2863","primary","N","A","禁","禁","一 丨 丿 丶 一 丨 丿 ㇏ 一 一 亅 丿 丶","一 丨 一 ㇏ 丿 亅 丨 一 丶 丶 丿 丿 一","禁〈动〉 胜任，承受得起  不能禁失吾之悲。--清·林觉民《与妻书》 又如禁久(经久，耐久);禁奈(禁得起，受得起);禁不过(禁不的，禁不起。承受不住，受不了);禁当(担当;承受);禁招(招架;忍受)"
"cnwstqi2864","primary","N","A","楚","楚","一 丨 丿 丶 一 丨 丿 丶 乛 丨 一 丿 ㇏","一 丨 丶 乛 丨 丿 丶 一 一 丿 ㇏ 丨 丿","楚〈名〉 (形声。从林，疋声。本义灌木名。又名荆，牡荆) 同本义  楚，丛木也。一名荆。--《说文》 言刈其楚。--《诗·周南·汉广》 不流束楚。--《诗·王风·扬之水》 夏楚二物。--《礼记·学记》"
"cnwstqi2865","primary","N","B","楷","楷","一 丨 丨 丿 一 乚 丿 一 一 𠄌 丿 𠃍 丶","一 丨 丿 丶 一 𠄌 丿 乚 丿 丨 𠃍 一 一","楷〈名〉 (形声。从木，皆声。 ①本义木名。即黄连木'。楷树枝干疏而不屈，因以形容刚直 ②法式，典范) 法式，典范 楷，法也。--《广雅》 今世行之，后世以为楷。--《礼记·儒行》 又如楷法(法则;典"
"cnwstqi2866","primary","N","B","榄","榄","一 丨 丶 乚 一 丿 丿 丿 丨 丶 丨 丨 𠃍","一 丨 丿 丶 丨 丨 丿 一 丶 丨 𠃍 丿 乚","榄  木名。橄榄的省称  榄（欖）［橄榄］见橄"
"cnwstqi2867","primary","N","A","想","想","一 丨 丿 丶 丨 𠃍 一 一 一 ㇀ ㇃ 丶 丶","一 丨 一 一 ㇀ 𠃍 ㇃ 丨 一 丶 丿 丶 丶","想  (形声。心形相声。本义想念;怀念;羡慕) 同本义  想，冀思也。--《说文》 览物想故国。--杜甫《客居》 遥想公瑾当年，小乔初嫁了，雄姿英发。--苏轼《念奴娇》 又如想似(深切的怀念);想思("
"cnwstqi2868","primary","N","B","槐","槐","一 丨 𠃍 𠃋 丶 一 丶 丿 丨 乚 丿 丿 一","一 丨 丿 丶 丿 丨 𠃍 一 一 丿 乚 𠃋 丶","槐  (形声。从木，鬼声。本义木名。槐树) 同本义  秋试之时) 槐属植物的泛称  槐槐树，落叶乔木。羽状复叶。夏季开黄白色花，夹果圆柱形，种子间收缩成串珠状。木材供建筑、制器具等用。花、果实和根皮可"
