id,type,mchoice,ans,eword,title,opa,opb,opc,opd,desc
"cnwpyqi2567","primary","N","B","森","森","huà、xiè","sēn","","","森  (会意。从林从木。本义树木丛生繁密) 同本义  森，木多貌。--《说文》 林多木长貌。--《字林》 森槮柞朴。--马融《长笛赋》 弹言鸟于森木。--左思《蜀都赋》 又如森标(树丛的顶端);森木("
"cnwpyqi2568","primary","N","A","焚","焚","fén","jǔ","","","焚〈动〉 (会意。从火，从林。甲骨文字形，象火烧丛木。古人田猎，为了把野兽从树林里赶出来，就采用焚林的办法。本义烧山) 用火烧山林宿草。  焚，烧田也。--《说文》 焚咸丘。--《公羊传·桓公七年》。"
"cnwpyqi2569","primary","N","A","椅","椅","yǐ、yī","chēng","","","椅  木名。即山桐子'  另见譹 椅  (形声。从木，奇声。①本义木名。即山桐子。《诗·鋠风·定之方中》树之榛栗，椅桐梓漆。'②椅子。本字作倚') 椅子， 有靠背的坐具  椅，坐具后有倚者，今人俗呼椅"
"cnwpyqi2570","primary","N","A","椒","椒","jiāo","wěi","","","椒〈名〉 (形声。从木，叔声。本义花椒) 同本义。芸香科植物  焚椒兰也。--唐·杜牧《阿房宫赋》 又如椒科(泛指各种调味佐料);椒图(椒涂。神话传说中一种形似螺蚌的动物，性好闭口，古代常把它画在门上"
"cnwpyqi2571","primary","N","A","棵","棵","kē","pìn","","","棵〈量〉 (形声。从木，果声。本义指植物的株数) 同本义  棵  指某些植物的茎  棵 ⒈量词。用于植物两～菜。三～树。 ⒉"
"cnwpyqi2572","primary","N","A","棍","棍","gùn、hùn","wǔ","","","棍〈名〉 能够转动，用以缠绕线、弦的旋纽  棍，转也。谓箜篌上转绳也。--唐·玄应《一切经音义》 棍〈名〉 棍棒  是那一个实丕丕将着粗棍敲，打的来痛杀杀精皮掉。--《元曲选·纪君祥·赵氏孤儿》 又如"
"cnwpyqi2573","primary","N","A","椎","椎","zhuī、chuí","suì","","","椎  (形声。从木，隹声。本义槌子，敲击的器具) 捶击的工具◇亦为兵器  椎，所以击也。--《说文》 椎，棒椎也。--《广韵》 杼上终葵首。--《考工记·玉人》。疏终葵，椎也。' 又如椎拍(用椎拍击)"
"cnwpyqi2574","primary","N","A","棉","棉","mián","yìng","","","棉  (会意。从木，从帛。植物名) 木棉，也叫攀枝花'、英雄树'  棉，木棉，树名。《吴录》云其实如酒杯，中有绵如蚕绵，可作布。--《广韵》 植物名  内，产生蒴果，当成熟时裂开，因此露出种子和附着的"
"cnwpyqi2575","primary","N","A","棚","棚","péng","wěi","","","棚〈名〉 (形声。从木，朋声。本义用竹、木搭成的篷架或小屋) 同本义  棚，栈也。--《说文》。按，编木横竖为之皆曰栈曰棚，今谓于上以蔽下者曰棚。段玉裁注《通俗文》曰‘板阁曰栈，连阁曰棚。’析言之也。"
"cnwpyqi2576","primary","N","A","棕","棕","zōng","sè","","","棕  植物名。棕榈的省称  椶，栟榈也。--《说文》 又如龙棕;蜡棕;扇棕;棕片(棕衣。棕皮);棕车(以棕为盖顶的车);棕笋(棕榈的花苞) 棕毛或棕片  棕色的染料  棕  棕毛的颜色，即褐色  棕（"
"cnwpyqi2577","primary","N","B","棺","棺","wú、yù","guān","","","棺〈名〉 (形声。从木，官声。本义棺材，装殓尸体的器具) 同本义。亦称棺木，棺函，棺柩，棺衬  棺，榇也，所以掩尸。孝经郑注周尸为棺。'--《说文》 棺之为言完，所以藏尸令完全也。--《白虎通》 阳作"
"cnwpyqi2578","primary","N","B","榔","榔","luò","láng","","","梠〈名〉 同榔'。渔人结在船舷上敲击以驱鱼入网的长木棒  榔 ⒈［榔头］锤子。 ⒉［榔槺］长、大、苯重，使用起来不方便的器物"
"cnwpyqi2579","primary","N","B","椭","椭","miù","tuǒ","","","檈  (形声。从木，隋声。本义长圆形，狭长) 同本义  其方圆锐椭不同，盛水各异，其于灭火钧也。--《淮南子》 椭  指某些长圆形的容器  椭，车笭中椭椭器也。--《说文》 椭（檈）长圆形～圆"
"cnwpyqi2580","primary","N","B","惠","惠","xiāo","huì","","","惠  (会意。从心，从叀。本义仁爱) 同本义  惠，仁也。--《说文》 爱民好与曰惠。柔质慈民曰惠。--《周书·谥法》 分人以财谓之惠。--《孟子》 心省恤人谓之惠。--《贾子道术》 孙讨虏聪明仁惠。"
"cnwpyqi2581","primary","N","A","惑","惑","huò","dàn","","","惑  (形声。从心，惑声。本义疑惑，分辨不清) 同本义  内惑于郑袖。--《史记·屈原贾生列传》 为奴婢所惑。--唐·李朝威《柳毅传》 又如惑眩(迷乱;混乱);惑疾(迷乱之病);惑变(迷乱变化);惑易"
"cnwpyqi2582","primary","N","A","逼","逼","bī","niào","","","逼  (形声。从辵)，畐(鉦??)声。本义接近，靠近) 同本义(仅表示空间距离的接近、靠近)  逼，近也。--《说文新附》 秦兵逼淝水而陈。(陈布阵)--《资治通鉴》 鸡健进，逐逼之，虫已在爪下矣。-"
"cnwpyqi2583","primary","N","B","粟","粟","pàn","sù","","","粟  (会意，象草木果实下垂的样子◇隶变为西'。本义粟子，谷子) 同本义  谷物、干草和饲料 粟，嘉谷实也。--《说文》 其粟麦粳稻之属各依土地，贮之州县。--《旧唐书·食货志下》 输不必金，出粟、菽"
"cnwpyqi2584","primary","N","A","棘","棘","jí","xiāng","","","棘  (会意。从二-朿。朿'是刺'的本字。两个朿'字并排立着，表示棘树多刺，是矮小而成丛莽的灌木。本义丛生的小枣树) 酸枣树。一种落叶乔木，有刺。果实较枣小，味酸，种子、果皮、根可入药  棘，小枣丛生"
"cnwpyqi2585","primary","N","A","酣","酣","hān","kuài","","","酣〈形〉 (会意。从酉，从甘，甘亦声。从酉'，表示与酒有关。甘'也具有表意作用。本义酒喝得很畅快) 同本义  酣，酒乐也。--《说文》 酣，乐也。--《广雅》 酒酣，上击筑自歌。--《汉书·高帝纪》"
"cnwpyqi2586","primary","N","A","酥","酥","sū","xián","","","酥  (会意。从禾，从酉。酥指食品，因而与禾、酉(代表酒)有关。本义酪类。由牛羊乳制成。又称酥油') 同本义  十万军城百万类，酥油香暖夜如焌。--唐·薛能《影灯夜》 又如酥团(用牛羊乳制成的酪类食品"
"cnwpyqi2587","primary","N","B","厨","厨","hóng","chú","","","厨〈名〉 (形声。从广，尌声。本义厨房) 同本义  厨，庖屋也。--《说文》 《孟子》始有厨字，是周初名庖，周末名厨也。--《说文句读》 厨主食者也。--《苍颉篇》 是以君子远庖厨也。--《孟子·梁惠"
"cnwpyqi2588","primary","N","B","厦","厦","dá","shà、xià","","","厦   (厦俗作厦。古通作夏。形声。从广，夏声。广表示房屋。夏'古有大'的意思。见《尔雅·释诂》。本义大屋子) 同本义  安得广厦千万间，大庇天下寒士俱欢颜。--唐·杜甫《茅屋为秋风所破歌》 又如厦子"
"cnwpyqi2589","primary","N","A","硬","硬","yìng","zòng","","","硬  (形声。从石，更声。本义坚硬) 同本义  山原川泽，土有硬软。--《通典》 由于血压长期升高，可促使细小动脉硬化。--唐时华等《高血压病》 又如硬米糁(未煮熟的米饭);硬牌(旧制在府官到达前，必"
"cnwpyqi2590","primary","N","A","硝","硝","xiāo","qī","","","硝  硝石  硝，药石也。方书硝七种。--《正字通》 又如硝子石(硝石。又称假水晶;也喻指眼睛);硝云弹雨(硝烟如云，子弹像雨。形容激烈的战斗) 经过硝制变软的皮革 若南方短毛革硝，其如纸薄。--《天"
"cnwpyqi2591","primary","N","A","确","确","què","tì、xī","","","确  (形声。左形，右声。本作碻'、塽'。本义坚固) 同本义  确乎能其事者而已矣。--《庄子·应帝王》 確乎其不可拔。--《易·乾卦》 夫乾確然，示人易矣。--《易·系辞下》 乐则行之，忧则违之，确"
"cnwpyqi2592","primary","N","A","硫","硫","liú","chán","","","硫〈名〉 硫磺。一种非金属的、多价的、无味无嗅不溶于水的元素  硫化学元素之一，通称'硫磺（黄）'。符号。淡黄色，质硬而脆，不导电，不易传热。用于制硫酸、火药、火柴、橡胶、焰火、药品、杀虫剂等"
"cnwpyqi2593","primary","N","A","雁","雁","yàn","hūn","","","雁  (形声。从隹，从人，厂声，隹，短尾鸟。厂，石山之涯岩，也有表意作用。本义鸟名) 鸟类的一属，形状略像鹅，颈和翼较长，足和尾较短，羽毛淡紫褐色，善于游泳和飞行  雁，雁鸟也。--《说文》 纳采纳吉"
"cnwpyqi2594","primary","N","B","殖","殖","bō","zhí、shi","","","殖  (形声。从歺，直声。歺，残骨，隶书写作歹'。本义脂膏因放置时间过久而变质) 同本义  殖，殖膏久殖也。--《说文》 生长，繁殖  我有田畴，子产殖之。--《左传·襄公三十年》 其生不殖。--《左"
"cnwpyqi2595","primary","N","B","裂","裂","guī、wěi、huì","liè、liě","","","裂〈动〉  裂巴  裂 〈名〉 (会意。从衣，从列，列亦声。本义裁剪后的丝绸残余) 同本义  裂，缯余也。--《说文》 垂带而厉(裂)。--《诗·小雅·都人士》 纪裂繻，公谷以履为之。--《左传·隐公"
"cnwpyqi2596","primary","N","A","雄","雄","xióng","dài","","","雄  (形声。从隹，厷声。从隹，与鸟有关。本义公鸟) 同本义  雄，鸟父也。--《说文》 谁知鸟之雌雄。--《诗·小雅·正月》 雄雉于飞。--《诗·邶风·雄雉》 但见悲鸟号古木，雄飞雌从绕林间。--李"
"cnwpyqi2597","primary","N","A","颊","颊","jiá","xiǎn","","","颊  (形声。从页，表示与头有关，夹声。本义面颊，脸的两侧从眼到下颌部分) 同本义  颊，面旁也。--《说文》 咸其辅颊舌。--《易·咸》。虞注耳目之间称辅颊。' 未能开笑颊，先欲换愁魂。--戎昱《闺"
"cnwpyqi2598","primary","N","A","雳","雳","lì","pú","","","见霹雳' 雳（靭"
"cnwpyqi2599","primary","N","A","暂","暂","zàn","mèn","","","暂  (形声。从日，斩声。从日，与时间有关。本义时间短) 同本义  暂，不久也。--《说文》 宇文新州之懿范，暫帷暂驻。--唐·王勃 《滕王阁序》 暂则封舱，久则封港。--林则徐《政书》。又如暂劳(一"
"cnwpyqi2600","primary","N","A","雅","雅","yǎ","dá、tǎ","","","雅  (形声。从隹，牙声。从隹，与鸟有关。本义鸟名，乌鸦的一种。《说文》楚乌也。') 正确;合乎规范  雅者，正也。言王政之所由废兴也。--《毛诗序》 文章尔雅。--《史记·三王世家》。索隐皆训正也。"
"cnwpyqi2601","primary","N","B","翘","翘","jìn、jìng","qiáo、qiào","","","翘  (形声。从羽，尧声。羽，鸟毛。本义鸟尾上的长羽) 同本义  翘，尾长毛也。--《说文》 斑尾扬翘。--潘岳《射雉赋》 砥室翠翘，挂曲琼些。--《楚辞·招魂》 又如翠翘(用翠鸟尾羽做的拂尘用具);"
"cnwpyqi2602","primary","N","A","辈","辈","bèi","miè","","","辈  (形声。从车，非声。本义百辆车) 同本义  辈，若军发车，百辆为辈。--《说文》 也指车列，车队 稠人广众，荐宠下辈。(下车来推崇赞扬他们。)--《史记》 世;辈分  古人不可见，前辈谁复继?-"
"cnwpyqi2603","primary","N","A","悲","悲","bēi","biàn、pián","","","悲  (形声。从心，非声。本义哀伤;痛心) 同本义  悲，痛也。--《说文》 悲，伤也。--《广雅》 忧心且悲。--《诗·小雅·鼓钟》 我心伤悲。--《诗·召南·草虫》 并于肺则悲。--《素问·宣明五"
"cnwpyqi2604","primary","N","A","紫","紫","zǐ","dī","","","紫  (形声。从糸，此声。本义紫色，蓝和红组成的颜色) 同本义  紫，帛黑赤色也。--《说文》 恶紫之夺朱也。--《论语》。孔注间色之好者。' 玄冠紫緌。--《礼记·玉藻》 紫衣狐裘。--《左传·哀公"
"cnwpyqi2605","primary","N","A","凿","凿","záo","zè","","","凿  (形声。从金，鑿省声。从金，表示与金属制品有关。本义凡穿物使通都称凿) 同本义  凿，穿木也。--《说文》 重木刊凿之。--《仪礼·士丧礼》 皆是水凿之穴。(凿，这里是冲刷的意思。)--宋·沈括"
"cnwpyqi2606","primary","N","A","辉","辉","huī","tán","","","辉  (形声。从光。军声。本义光;光辉) 同本义  煇，光也。--《说文》 庭燎有煇。--《诗·小雅·庭燎》 故德煇动于内。--《礼记·乐记》 观国之煇。--《汉书·韦玄成传》 又如辉辉(光耀的样子)"
"cnwpyqi2607","primary","N","B","敞","敞","chāo","chǎng","","","敞  将高起的土地筑成平台，用以远望 同本义 敞，平治高土，可以远望也。--《说文》 张开，敞开  显露;露出  奇踪隐五百，一朝敞神界。--陶潜《桃花源诗》 敞　 (形声。从攴，尚声。本义宽敞) 宽"
"cnwpyqi2608","primary","N","B","棠","棠","xiāo、xuē","táng","","","棠 (形声。从木，尚声。本义乔木名) 同本义。甘棠，有红、白两种。白棠即棠梨  棠，牡曰棠，牝曰杜。--《说文》 野棠开尽飘香玉。--李洞《绣岭宫词》 棠 ⒈"
"cnwpyqi2609","primary","N","B","赏","赏","ào","shǎng","","","赏  (形声。从贝，尚声。本义赏赐;奖给) 同本义  赏，赐有功也。--《说文》 赏，上报下之功也。--《墨子经》 三年有赏于大邦。--《易·未济》 尧能赏均刑法。--《礼记·祭法》 善人富谓之赏。-"
"cnwpyqi2610","primary","N","A","掌","掌","zhǎng","xiāo","","","掌  本义手掌，手心  掌，手中也。--《说文》 指其掌。--《论语·八佾》 易于反掌，安于泰山。--枚乘《谏吴王书》 又如掌上(手掌之上。极言容易);掌上观纹(比喻极其容易，毫不费力);掌文(手掌纹"
"cnwpyqi2611","primary","N","A","晴","晴","qíng","lì","","","晴  (形声。从日，青声。青古指蓝色，也有表意作用。《说文》作夝'。意思是夜间(夕)雨止，出现星星。本义雨止无云，天气晴朗) 同本义  夝，雨而夜除星见也。从夕，生声。夜曰夕生。--《说文》 夝，雨止"
"cnwpyqi2612","primary","N","B","睐","睐","yé","lài","","","睐  瞳仁不正  睐，目瞳子不正也。从目，来声。--《说文》 睐  旁视，斜视  明眸善睐。--曹植《洛神赋》。李善注睐，旁视也。' 眺望  极目睐左阁，回顾眺右狭。--南朝宋·谢灵运《登上戍石鼓山》"
"cnwpyqi2613","primary","N","A","暑","暑","shǔ","zhī","","","暑  (形声。从日，者声。本义炎热) 同本义  暑，热也。--《说文》。暑近湿如蒸，热近燥如烘， 一寒一暑。--《易·系辞》 六月徂暑。--《诗·小雅·四月》 土润溽暑。--《礼记·月令》 寒暑燥湿风"
"cnwpyqi2614","primary","N","B","最","最","xuàn","zuì","","","最  (会意。小篆字形，从冃，从取。本义冒犯夺取) 同本义  最，犯而取之。从曰，从取。会意。 公既诸将一禀睿筭，与贼遌，最，遂下之。--明·刘三吾《许国襄简王公神道碑铭》 聚，聚合  得其常心，物所"
"cnwpyqi2615","primary","N","A","晰","晰","xī","bì","","","晰  光亮  日月沈晖，三光寝晰。--南朝宋·谢灵运《庐山慧远法师诔》 又如晰晰(光亮的样子) 清楚;明白  钱献之辨之甚晰。--《清稗类钞》 又如清晰(清楚);十分明晰;晰毛辨发(连毛发也能清楚地分"
"cnwpyqi2616","primary","N","A","量","量","liàng、liáng、liang","shǎn","","","量〈动〉 (形声。本义用量器计算容积或长度) 同本义  量，称轻重也。--《说文》。段注称者，铨也『志曰量者，所以量多少也♀权者，所以均物平轻重也。此训量为称轻重者，有多少斯有轻重，视其多少可辜搉其重"
"cnwpyqi2617","primary","N","B","鼎","鼎","niǔ","dǐng","","","鼎  (象形。甲骨文字形，上面的部分象鼎的左右耳及鼎腹，下面象鼎足。本义古代烹煮用的器物) 同本义  鼎，三足两耳，和五味之宝器也。--《说文》 又如鼎峙(比喻三方并峙，如鼎之三足);鼎铉(指鼎);鼎"
"cnwpyqi2618","primary","N","A","喷","喷","pēn、pèn","qiān","","","喷  (形声。从口，贲声。本义怒叱) 同本义  喷，咤也。--《说文》。徐灏注笺今俗语犹谓咤人曰喷。' 泉水自地下涌出;喷出，喷射  子不见夫唾者乎?喷则大者如珠，小者如雾，杂而下者不可胜数也。--《"
"cnwpyqi2619","primary","N","B","喳","喳","bì","zhā、chā","","","喳喳  半夜总听见哪里喳喳 喳喳  你们别喳喳了   (形声。从口，查声。本义啁啾;震颤声) 同本义  隔窗野鹊儿喳喳地叫。--《西厢记》 又如喳喳(鸟鸣声;高叫声);唧唧喳喳 下级(或仆人)对上级("
"cnwpyqi2620","primary","N","B","晶","晶","shuì","jīng","","","晶  (会意。甲骨文字形，从三日，表示光亮之意。本义光亮，明亮) 同本义  晶，精光也。--《说文》。徐灏曰晶即星之象形文。' 天高日晶。--欧阳修《秋声赋》 又如晶天(清澈明亮的天空);晶沁(亮光透"
"cnwpyqi2621","primary","N","A","喇","喇","lǎ","shān、shàn","","","喇〈象〉 形容忽然发出的声音。如忽喇喇;刀枪喇喇;哗喇(象声词);呼喇 喇叭    汽车喇叭 喇叭裤  喇伙  这喇伙的事，而今行不得! 喇嘛  喇嘛教  喇子  喇 ⒈ ①中管乐器之一。 ②像喇叭的"
"cnwpyqi2622","primary","N","A","遇","遇","yù","shé、zhē、zhé","","","遇  (形声。从辵，禺声。本义相逢，不期而会) 同本义  遇，逢也。--《说文》 遇主于巷。--《易·暌》。崔注遇者，不期而会。' 乃遇汝鸠汝方。--《书·序》 诸侯未及期相见曰遇。--《礼记·曲礼》"
"cnwpyqi2623","primary","N","B","喊","喊","jiē","hǎn","","","喊  (形声。从口，咸声。本义尝味) 同本义  狄牙能喊，狄牙不能齐不齐之口。--《法言·问神》 大声呼叫  唤醒  召请;呼唤  喊大声叫，呼唤～口号。～叫几声。快～她来"
"cnwpyqi2624","primary","N","A","遏","遏","è","yīng","","","遏  (形声。从辵，曷声。本义抑制;阻止，阻拦) 阻止  遏，止也。--《尔雅·释诂》 君子以遏恶扬善。--《易·大有卦》 夏王率遏众力。--《书·汤誓》 胜殷遏刘。--《诗·周颂·武》 式遏寇虐。-"
"cnwpyqi2625","primary","N","A","晾","晾","liàng","jī、qī","","","晾〈动〉 (形声。从日，京声。本义晒干) 同本义  把东西放在通风或阴凉的地方使干燥  搁置;冷落  放在空气中除水分  暴露出来  展开并抖动  晾把东西放在阳光下或通风处使干～被套"
"cnwpyqi2626","primary","N","A","景","景","jǐng、yǐng","xuān","","","景  (形声。从日，京声。本义日光) 同本义  景，日光也。--《说文》 浊明外景，清明内景。--《荀子·解蔽》 四时和谓之景风。--《尔雅》 南方景风。--《广雅》。按，犹日光风也。 日出天而耀景。"
"cnwpyqi2627","primary","N","A","畴","畴","chóu","qiān","","","畴  (形声。从田，寿声。本义已耕作的田地) 同本义  畴，耕地也。--《苍颉篇》 畴，耕治之田也。象耕屈之形。--《说文》 取我田畴而伍之。--《左传·襄公三十年》 田畴荒芜。--《国语·周语 》"
"cnwpyqi2628","primary","N","A","践","践","jiàn","jiào","","","践  (形声。从足，戋声。本义踩，践踏) 同本义  践，履也。--《说文》 践之者，籍之也。--《书大传》 敦彼行苇，牛羊勿践履。--《诗·大雅·行苇》 大夫、士入君门不践阈。--《礼记·曲礼上》 鸟"
"cnwpyqi2629","primary","N","A","跋","跋","bá","duó","","","跋  (形声。从足，犮声。本义草中行走，越山过岭) 同本义  文公躬擐甲胄，跋履山川。--《左传·成公十三年》 跋涉山川，蒙犯霜露。--《左传·襄公二十八年》 大夫跋涉，我心则怃。--《诗·鄘风 ·载"
"cnwpyqi2630","primary","N","B","跌","跌","yù","diē","","","跌  (形声。从足，失声。本义失足摔倒) 同本义  失蹑曰跌。--《通俗文》 跌而不振。--《汉书·晁错传》。注足失据也。' 若跌而据。--《淮南子·缪称》 又如他跌伤了;跌磕(挫折，栽筋斗);跌翻("
"cnwpyqi2631","primary","N","A","跑","跑","pǎo、páo","méi","","","跑  急走  跑，趵也。--《广雅·释言》 红缰跑骏马，金镞掣秋鹰。--唐·马戴《边将》 又如长跑(长距离跑步);跑解马(表演马术);跑冰(滑冰;溜冰);跑竹马(民间娱乐活动之一种);跑搭(奔走，奔忙"
"cnwpyqi2632","primary","N","B","跛","跛","zhèng、zhēng","bǒ","","","跛  (形声。从足，皮声。本义瘸，腿或脚有毛病)同本义  跛，行不正也。--《说文》 立毋跛。--《礼记·典礼上》 眇能视，跛能履。--《易·履卦》 此独以跛之故。--《淮南子·人间训》 又如跛足(脚"
"cnwpyqi2633","primary","N","A","遗","遗","yí","zhāng","","","遗   给予;馈赠  相遗以水。--《韩非子·五蠹》 欲厚遗之。--《史记·魏公子列传》 置币遗单于。--《汉书·李广苏建传》 裘葛之遗。--唐·魏征《谏太宗十思疏》 又如遗贼(给予戕害;遭害);遗赂"
"cnwpyqi2634","primary","N","B","蛙","蛙","yún","wā","","","蛙  (形声。从虫，圭声。本义田鸡类动物。青蛙) 同本义  …苏俗谓之田鸡，扬州谓之水鸡，亦曰吠蛤。--《说文》 听取蛙声一片。--宋·辛弃疾《西江月·夜行黄沙道中》 又如蛙市(夜晚蛙群聚集而鸣，称为"
"cnwpyqi2635","primary","N","A","蛛","蛛","zhū","zhì","","","蛛  蜘蛛  蚁穿万孔萃，蛛挂千丝扰。--《次韵王子钦》 又如蛛丝(蜘蛛吐出腹内分泌物而形成的丝);蛛煤(蜘蛛网和烟尘);蛛蝥(蜘蛛的别名);蛛螫(毒害) 蛛丝马迹  大开通同转假之门，泛滥转博，几疑"
"cnwpyqi2636","primary","N","A","蜓","蜓","tíng","suǒ","","","见［蜻蜓] 蜓 ⒈ ⒉ 蜓 1.见'蝘蜓'"
"cnwpyqi2637","primary","N","A","蜒","蜒","yán","yún","","","蜒  (形声。从虫，延声。本义蜒蚰，虫名) 同本义，又名蛞蝓'、鼻涕虫'  的害虫。如蚰蜒(节肢动物，像蜈蚣而略小) 蜒  蜿蜒，龙蛇爬行  南有炎火千里，蝮蛇蜒只。--《楚辞》 又如蜒蜒(龙蛇之类曲"
"cnwpyqi2638","primary","N","B","蛤","蛤","zhā、chā","gé、há","","","蛤  (形声。从虫，合声。本义蛤蜊) 同本义。产于浅海泥沙中，也可以人工养殖。肉可食  民食果蓏蝝蛤，腥臊恶臭而伤腹胃，民多疾病。--《韩非子·五蠹》 又如蛤子(小蛤蜊);蛤蟹(蛤蜊与螃蟹);蛤灰(以"
"cnwpyqi2639","primary","N","A","喝","喝","hē、hè、yè","chuí","","","喝〈动〉 (形声。从口，曷声。本义声音幽咽。如嘶喝。又指饮。特指饮酒) 饮。北方称饮为喝  喝 〈叹〉 用以表示惊讶。同嗬'  喝〈动〉 大声喊叫  喝声之幽也。--《广苍》 嗌不喝。--《庄子·庚桑"
"cnwpyqi2640","primary","N","A","鹃","鹃","juān","níng、nìng、zhù","","","鹃  (形声。从鸟，胦声。本义鸟名，即杜鹃) 同本义  卵产于别的鸟巢中为它代孵，吃毛虫，是益鸟。如鹃血(传说杜鹃啼声凄苦，日夜不停，甚至口中流血。常比喻悲怨之深);鹃魂(借指冤魂);鹃啼(形容思念之"
"cnwpyqi2641","primary","N","B","喂","喂","kuī","wèi","","","喂  (餵、喂是近代的餧'字) 喂食  餧，饲也。--《玉篇》 季春之月，餧兽之药，毋出九门。--《礼记·月令》 如以肉餧虎。--《汉书·张耳陈馀传》 骥不骤进而求服兮，凤亦不贪餧而妄食。--《楚辞·"
"cnwpyqi2642","primary","N","A","喘","喘","chuǎn","gāng","","","喘  (形声。从口，聑声。本义喘息，急速地呼吸) 同本义  喘，疾息也。--《说文》 其发咳喘。--《素问·五常正大论》 牛喘吐舌。--《汉书·丙吉传》 喘喘然将死。--《庄子·大宗师》 又如心跳气喘"
"cnwpyqi2643","primary","N","B","喉","喉","ní","hóu","","","喉〈名〉 喉头  喉，咽也。--《说文》 喉咽者，量肠之府也。--《后汉书·马融传》 断其喉。--唐·柳宗元《三戒》 又如喉吻(喉头与嘴唇);喉头气 (因生气发怒而感到喉头憋闷);喉韵(饮茶后喉头产生"
"cnwpyqi2644","primary","N","A","喻","喻","yù","zhì","","","喻〈动〉 (形声。从口，俞声。本义告知，把情况通知某人。同谕') 同本义  喻，告也。--《广雅》 教之以利，而喻诸德者也。--《礼记·文王世子》  晓喻;开导  前后告喻，曾无悛改。--《三国志》"
"cnwpyqi2645","primary","N","B","啼","啼","qìng、qǐ","tí","","","啼〈动〉 (形声。从口，帝声。本义放声痛心地哭) 同本义  嗁，号也。--《说文》。段注号，痛声也。' 见人方引婴儿欲投之江中，婴儿啼。--《吕氏春秋·察今》 妇啼一何苦。--唐·杜甫《石壕吏》 忽啼"
"cnwpyqi2646","primary","N","B","喧","喧","mǐng","xuān","","","喧  (形声。从口，宣声。宣'有宣扬'义，也有表义作用。本义声音大而嘈杂) 同本义  喧，大语也。--《玉篇》 结庐在人境，而无车马喧。--陶潜《饮酒》 上林催猎响，河桥争渡喧。--北周·庚信《同州还"
"cnwpyqi2647","primary","N","A","嵌","嵌","qiàn、kàn","mò","","","嵌〈形〉 (形声。本义山谷深的样子) 同本义  张开的样子  金人仡仡其承钟虚兮，嵌岩岩其龙鳞。--《文选·扬雄·甘泉赋》 嵌岩窦穴。--宋·陆游《过小孤山大孤山》 险峻  嵌 〈动〉 镶嵌  紧紧埋"
"cnwpyqi2648","primary","N","A","幅","幅","fú","pán、bàn","","","幅〈名〉 (形声。从巾，畐声。从巾'表示与布帛有关。声符畐'训满'(参福'字条)，在字中亦兼有表义作用。布帛的宽度(广)与满'有相通之处，故可以引申。本义 布帛 的宽度) 同本义。古制一幅为二尺二寸。"
"cnwpyqi2649","primary","N","B","帽","帽","chí","mào","","","帽  (形声。从巾，冒声。巾是丝织品，表示材料。字本作月'，象帽形，又作冒'。本义帽子) 同本义  少年见罗敷，脱帽著帩头。--《乐府诗集·陌上桑》 又如帽凭(盈满的样子);帽正(帽子前缘正中的装饰，"
"cnwpyqi2650","primary","N","B","赋","赋","yóu","fù","","","赋  (形声。从贝，武声。从贝'，表示与财物有关。本义征收) 同本义  赋，敛也。--《说文》 赋，税也。--《广雅》 厥赋惟上上错。--《书·禹贡》。传谓土地所生，以供天子。' 七赋之所养。--《法"
"cnwpyqi2651","primary","N","A","赌","赌","dǔ","lì","","","赌  (形声。从贝，者声。本义用财物作注比输赢) 同本义  钱(以金钱为输赢的赌博);赌运(赌博的运气);赌贩(赌棍);赌经(专记赌术的书籍) 泛指比胜负;争输赢  ;赌气);赌胆(比赛胆量的大小);"
"cnwpyqi2652","primary","N","A","赎","赎","shú","yě","","","赎  (形声。左形，右声。本义用财物换回人或抵押品) 同本义  宋人以兵车百乘，文马百驷，以赎华元于郑。--《左传·宣公二年》 其时传说也更加纷繁，说他可以赎出的也有。--《为了忘却的纪念》 又如赎生"
"cnwpyqi2653","primary","N","B","赐","赐","jìn","cì","","","赐  (形声。从贝，易声。从贝'，表示与钱财有关。本义赏赐) 给予;上给予下  赐，予也。--《说文》 上予下曰赐。--《正字通》 长者赐，少者贱者不敢辞。--《礼记·曲礼》 策勋十二转，赏赐百千强。"
"cnwpyqi2654","primary","N","B","赔","赔","fǎ","péi","","","赔  (形声。从贝，咅声。贝'是古代货币，与财产买卖有关。本义补还损失) 同本义  陪嫁  亏蚀;耗损  向人道歉或认错  赔 ⒈补还损失～偿。～退。～礼（道歉）。 ⒉亏，蚀～钱。～本"
"cnwpyqi2655","primary","N","B","黑","黑","ruì","hēi","","","黑〈形〉 (会意。小篆字形，上面是古囱'字，即烟囱;下面是炎'(火)字，表示焚烧出烟之盛∠起来表示烟火熏黑之意。本义黑色) 同本义  黑，火所熏之色也。--《说文》 纯黑而反哺者，谓之乌。--《小尔雅"
"cnwpyqi2656","primary","N","A","铸","铸","zhù","zú","","","铸   (形声。从金，寿声。甲骨文字形，会意。上面是双手拿鬲'(古炊具)，下面是皿';鬲、皿表熔化金属的锅炉。中间象被熔铸的金属。小篆变为形声字。本义铸造)  同本义   铸以为金人。--汉·贾谊《过"
