seq,	word,	Unicode,pinyin
1478,	盹,	U+76F9,	dǔn
1479,	是,	U+662F,	shì
1480,	盼,	U+76FC,	pàn
1481,	眨,	U+7728,	zhǎ
1482,	哇,	U+54C7,	wā，wa
1483,	哄,	U+54C4,	hōng，hǒng，hòng
1484,	哑,	U+54D1,	yā，yǎ
1485,	显,	U+663E,	xiǎn
1486,	冒,	U+5192,	mào
1487,	映,	U+6620,	yìng
1488,	星,	U+661F,	xīng
1489,	昨,	U+6628,	zuó
1490,	咧,	U+54A7,	liē，liě
1491,	昭,	U+662D,	zhāo
1492,	畏,	U+754F,	wèi
1493,	趴,	U+8DB4,	pā
1494,	胃,	U+80C3,	wèi
1495,	贵,	U+8D35,	guì
1496,	界,	U+754C,	jiè
1497,	虹,	U+8679,	hóng，jiàng
1498,	虾,	U+867E,	xiā
1499,	蚁,	U+8681,	yǐ
1500,	思,	U+601D,	sī
1501,	蚂,	U+8682,	mǎ，mà
1502,	虽,	U+867D,	suī
1503,	品,	U+54C1,	pǐn
1504,	咽,	U+54BD,	yān，yàn，yè
1505,	骂,	U+9A82,	mà
1506,	勋,	U+52CB,	xūn
1507,	哗,	U+54D7,	huā，huá
1508,	咱,	U+54B1,	zán
1509,	响,	U+54CD,	xiǎng
1510,	哈,	U+54C8,	hā，hǎ，hà
1511,	哆,	U+54C6,	duō
1512,	咬,	U+54AC,	yǎo
1513,	咳,	U+54B3,	hāi，ké
1514,	咪,	U+54AA,	mī，mǐ
1515,	哪,	U+54EA,	nǎ，na，né
1516,	哟,	U+54DF,	yō，yo
1517,	炭,	U+70AD,	tàn
1518,	峡,	U+5CE1,	xiá
1519,	罚,	U+7F5A,	fá
1520,	贱,	U+8D31,	jiàn
1521,	贴,	U+8D34,	tiē
1522,	贻,	U+8D3B,	yí
1523,	骨,	U+9AA8,	gū，gǔ
1524,	幽,	U+5E7D,	yōu
1525,	钙,	U+9499,	gài
1526,	钝,	U+949D,	dùn
1527,	钞,	U+949E,	chāo
1528,	钟,	U+949F,	zhōng
1529,	钢,	U+94A2,	gāng，gàng
1530,	钠,	U+94A0,	nà
1531,	钥,	U+94A5,	yào，yuè
1532,	钦,	U+94A6,	qīn
1533,	钧,	U+94A7,	jūn
1534,	钩,	U+94A9,	gōu
1535,	钮,	U+94AE,	niǔ
1536,	卸,	U+5378,	xiè
1537,	缸,	U+7F38,	gāng
1538,	拜,	U+62DC,	bái，bài
1539,	看,	U+770B,	kān，kàn
1540,	矩,	U+77E9,	jǔ
1541,	毡,	U+6BE1,	zhān
1542,	氢,	U+6C22,	qīng
1543,	怎,	U+600E,	zěn
1544,	牲,	U+7272,	shēng
1545,	选,	U+9009,	xuǎn
1546,	适,	U+9002,	shì
1547,	秒,	U+79D2,	miǎo
1548,	香,	U+9999,	xiāng
1549,	种,	U+79CD,	chóng，zhǒng，zhòng
1550,	秋,	U+79CB,	qiū
1551,	科,	U+79D1,	kē
1552,	重,	U+91CD,	chóng，zhòng
1553,	复,	U+590D,	fù
1554,	竿,	U+7AFF,	gān
1555,	段,	U+6BB5,	duàn
1556,	便,	U+4FBF,	biàn，pián
1557,	俩,	U+4FE9,	liǎ，liǎng
1558,	贷,	U+8D37,	dài
1559,	顺,	U+987A,	shùn
1560,	修,	U+4FEE,	xiū
1561,	俏,	U+4FCF,	qiào
1562,	保,	U+4FDD,	bǎo
1563,	促,	U+4FC3,	cù
1564,	俄,	U+4FC4,	é
1565,	俐,	U+4FD0,	lì
1566,	侮,	U+4FAE,	wǔ
1567,	俭,	U+4FED,	jiǎn
1568,	俗,	U+4FD7,	sú
1569,	俘,	U+4FD8,	fú
1570,	信,	U+4FE1,	xìn
1571,	皇,	U+7687,	huáng
1572,	泉,	U+6CC9,	quán
1573,	鬼,	U+9B3C,	guǐ
1574,	侵,	U+4FB5,	qīn
1575,	禹,	U+79B9,	yǔ
1576,	侯,	U+4FAF,	hóu，hòu
1577,	追,	U+8FFD,	zhuī
1578,	俊,	U+4FCA,	jùn
1579,	盾,	U+76FE,	dùn
1580,	待,	U+5F85,	dāi，dài
1581,	徊,	U+5F8A,	huái
1582,	衍,	U+884D,	yǎn
1583,	律,	U+5F8B,	lǜ
1584,	很,	U+5F88,	hěn
1585,	须,	U+987B,	xū
1586,	叙,	U+53D9,	xù
1587,	剑,	U+5251,	jiàn
1588,	逃,	U+9003,	táo
1589,	食,	U+98DF,	shí
1590,	盆,	U+76C6,	pén
1591,	胚,	U+80DA,	pēi
1592,	胧,	U+80E7,	lóng
1593,	胆,	U+80C6,	dǎn
1594,	胜,	U+80DC,	shèng
1595,	胞,	U+80DE,	bāo
1596,	胖,	U+80D6,	pán，pàng
1597,	脉,	U+8109,	mài，mò
1598,	胎,	U+80CE,	tāi
1599,	勉,	U+52C9,	miǎn
1600,	狭,	U+72ED,	xiá
1601,	狮,	U+72EE,	shī
1602,	独,	U+72EC,	dú
1603,	狰,	U+72F0,	zhēng
1604,	狡,	U+72E1,	jiǎo
1605,	狱,	U+72F1,	yù
1606,	狠,	U+72E0,	hěn
1607,	贸,	U+8D38,	mào
1608,	怨,	U+6028,	yuàn
1609,	急,	U+6025,	jí
1610,	饵,	U+9975,	ěr
1611,	饶,	U+9976,	ráo
1612,	蚀,	U+8680,	shí
1613,	饺,	U+997A,	jiǎo
1614,	饼,	U+997C,	bǐng
1615,	峦,	U+5CE6,	luán
1616,	弯,	U+5F2F,	wān
1617,	将,	U+5C06,	jiāng，jiàng
1618,	奖,	U+5956,	jiǎng
1619,	哀,	U+54C0,	āi
1620,	亭,	U+4EAD,	tíng
1621,	亮,	U+4EAE,	liàng
1622,	度,	U+5EA6,	dù，duó
1623,	迹,	U+8FF9,	jì
1624,	庭,	U+5EAD,	tíng
1625,	疮,	U+75AE,	chuāng
1626,	疯,	U+75AF,	fēng
1627,	疫,	U+75AB,	yì
1628,	疤,	U+75A4,	bā
1629,	咨,	U+54A8,	zī
1630,	姿,	U+59FF,	zī
1631,	亲,	U+4EB2,	qīn，qìng
1632,	音,	U+97F3,	yīn
1633,	帝,	U+5E1D,	dì
1634,	施,	U+65BD,	shī
1635,	闺,	U+95FA,	guī
1636,	闻,	U+95FB,	wén
1637,	闽,	U+95FD,	mǐn
1638,	阀,	U+9600,	fá
1639,	阁,	U+9601,	gé
1640,	差,	U+5DEE,	chā，chà，chāi，cī
1641,	养,	U+517B,	yǎng
1642,	美,	U+7F8E,	měi
1643,	姜,	U+59DC,	jiāng
1644,	叛,	U+53DB,	pàn
1645,	送,	U+9001,	sòng
1646,	类,	U+7C7B,	lèi
1647,	迷,	U+8FF7,	mí
1648,	籽,	U+7C7D,	zǐ
1649,	娄,	U+5A04,	lóu
1650,	前,	U+524D,	qián
1651,	首,	U+9996,	shǒu
1652,	逆,	U+9006,	nì
1653,	兹,	U+5179,	cí，zī
1654,	总,	U+603B,	zǒng
1655,	炼,	U+70BC,	liàn
1656,	炸,	U+70B8,	zhá，zhà
1657,	烁,	U+70C1,	shuò
1658,	炮,	U+70AE,	bāo，páo，pào
1659,	炫,	U+70AB,	xuàn
1660,	烂,	U+70C2,	làn
1661,	剃,	U+5243,	tì
1662,	洼,	U+6D3C,	wā
1663,	洁,	U+6D01,	jié
1664,	洪,	U+6D2A,	hóng
1665,	洒,	U+6D12,	sǎ
1666,	柒,	U+67D2,	qī
1667,	浇,	U+6D47,	jiāo
1668,	浊,	U+6D4A,	zhuó
1669,	洞,	U+6D1E,	dòng，tóng
1670,	测,	U+6D4B,	cè
1671,	洗,	U+6D17,	xǐ，xiǎn
1672,	活,	U+6D3B,	huó
1673,	派,	U+6D3E,	pài
1674,	洽,	U+6D3D,	qià
1675,	染,	U+67D3,	rǎn
1676,	洛,	U+6D1B,	luò
1677,	浏,	U+6D4F,	liú
1678,	济,	U+6D4E,	jǐ，jì
1679,	洋,	U+6D0B,	yáng
1680,	洲,	U+6D32,	zhōu
1681,	浑,	U+6D51,	hún
1682,	浓,	U+6D53,	nóng
1683,	津,	U+6D25,	jīn
1684,	恃,	U+6043,	shì
1685,	恒,	U+6052,	héng
1686,	恢,	U+6062,	huī
1687,	恍,	U+604D,	huǎng
1688,	恬,	U+606C,	tián
1689,	恤,	U+6064,	xù
1690,	恰,	U+6070,	qià
1691,	恼,	U+607C,	nǎo
1692,	恨,	U+6068,	hèn
1693,	举,	U+4E3E,	jǔ
1694,	觉,	U+89C9,	jiào，jué
1695,	宣,	U+5BA3,	xuān
1696,	宦,	U+5BA6,	huàn
1697,	室,	U+5BA4,	shì
1698,	宫,	U+5BAB,	gōng
1699,	宪,	U+5BAA,	xiàn
1700,	突,	U+7A81,	tū
1701,	穿,	U+7A7F,	chuān
1702,	窃,	U+7A83,	qiè
1703,	客,	U+5BA2,	kè
1704,	诫,	U+8BEB,	jiè
1705,	冠,	U+51A0,	guān，guàn
1706,	诬,	U+8BEC,	wū
1707,	语,	U+8BED,	yǔ
1708,	扁,	U+6241,	biǎn，piān
1709,	袄,	U+8884,	ǎo
1710,	祖,	U+7956,	zǔ
1711,	神,	U+795E,	shén
1712,	祝,	U+795D,	zhù
1713,	祠,	U+7960,	cí
1714,	误,	U+8BEF,	wù
1715,	诱,	U+8BF1,	yòu
1716,	诲,	U+8BF2,	huì
1717,	说,	U+8BF4,	shuì，shuō
1718,	诵,	U+8BF5,	sòng
1719,	垦,	U+57A6,	kěn
1720,	退,	U+9000,	tuì
1721,	既,	U+65E2,	jì
1722,	屋,	U+5C4B,	wū
1723,	昼,	U+663C,	zhòu
1724,	屏,	U+5C4F,	bǐng，píng
1725,	屎,	U+5C4E,	shǐ
1726,	费,	U+8D39,	fèi
1727,	陡,	U+9661,	dǒu
1728,	逊,	U+900A,	xùn
1729,	眉,	U+7709,	méi
1730,	孩,	U+5B69,	hái
1731,	陨,	U+9668,	yǔn
1732,	除,	U+9664,	chú
1733,	险,	U+9669,	xiǎn
1734,	院,	U+9662,	yuàn
1735,	娃,	U+5A03,	wá
1736,	姥,	U+59E5,	lǎo
1737,	姨,	U+59E8,	yí
1738,	姻,	U+59FB,	yīn
1739,	娇,	U+5A07,	jiāo
1740,	姚,	U+59DA,	yáo
1741,	娜,	U+5A1C,	nà，nuó
1742,	怒,	U+6012,	nù
1743,	架,	U+67B6,	jià
1744,	贺,	U+8D3A,	hè
1745,	盈,	U+76C8,	yíng
1746,	勇,	U+52C7,	yǒng
1747,	怠,	U+6020,	dài
1748,	癸,	U+7678,	guǐ
1749,	蚤,	U+86A4,	zǎo
1750,	柔,	U+67D4,	róu
1751,	垒,	U+5792,	lěi
1752,	绑,	U+7ED1,	bǎng
1753,	绒,	U+7ED2,	róng
1754,	结,	U+7ED3,	jiē，jié
1755,	绕,	U+7ED5,	rào
1756,	骄,	U+9A84,	jiāo
1757,	绘,	U+7ED8,	huì
1758,	给,	U+7ED9,	gěi，jǐ
1759,	绚,	U+7EDA,	xuàn
1760,	骆,	U+9A86,	luò
1761,	络,	U+7EDC,	lào，luò
1762,	绝,	U+7EDD,	jué
1763,	绞,	U+7EDE,	jiǎo
1764,	骇,	U+9A87,	hài
1765,	统,	U+7EDF,	tǒng
1766,	耕,	U+8015,	gēng
1767,	耘,	U+8018,	yún
1768,	耗,	U+8017,	hào
1769,	耙,	U+8019,	bà，pá
1770,	艳,	U+8273,	yàn
1771,	泰,	U+6CF0,	tài
1772,	秦,	U+79E6,	qín
1773,	珠,	U+73E0,	zhū
1774,	班,	U+73ED,	bān
1775,	素,	U+7D20,	sù
1776,	匿,	U+533F,	nì
1777,	蚕,	U+8695,	cán
1778,	顽,	U+987D,	wán
1779,	盏,	U+76CF,	zhǎn
1780,	匪,	U+532A,	fěi
1781,	捞,	U+635E,	lāo
1782,	栽,	U+683D,	zāi
1783,	捕,	U+6355,	bǔ
1784,	埂,	U+57C2,	gěng
1785,	捂,	U+6342,	wǔ
1786,	振,	U+632F,	zhèn
1787,	载,	U+8F7D,	zǎi，zài
1788,	赶,	U+8D76,	gǎn
1789,	起,	U+8D77,	qǐ
1790,	盐,	U+76D0,	yán
1791,	捎,	U+634E,	shāo，shào
1792,	捍,	U+634D,	hàn
1793,	捏,	U+634F,	niē
1794,	埋,	U+57CB,	mái，mán
1795,	捉,	U+6349,	zhuō
1796,	捆,	U+6346,	kǔn
1797,	捐,	U+6350,	juān
1798,	损,	U+635F,	sǔn
1799,	袁,	U+8881,	yuán
1800,	捌,	U+634C,	bā
1801,	都,	U+90FD,	dōu，dū
1802,	哲,	U+54F2,	zhé
1803,	逝,	U+901D,	shì
1804,	捡,	U+6361,	jiǎn
1805,	挫,	U+632B,	cuò
1806,	换,	U+6362,	huàn
1807,	挽,	U+633D,	wǎn
1808,	挚,	U+631A,	zhì
1809,	热,	U+70ED,	rè
1810,	恐,	U+6050,	kǒng
1811,	捣,	U+6363,	dǎo
1812,	壶,	U+58F6,	hú
1813,	捅,	U+6345,	tǒng
1814,	埃,	U+57C3,	āi
1815,	挨,	U+6328,	āi，ái
1816,	耻,	U+803B,	chǐ
1817,	耿,	U+803F,	gěng
1818,	耽,	U+803D,	dān
1819,	聂,	U+8042,	niè
1820,	恭,	U+606D,	gōng
1821,	莽,	U+83BD,	mǎng
1822,	莱,	U+83B1,	lái
1823,	莲,	U+83B2,	lián
1824,	莫,	U+83AB,	mò
1825,	莉,	U+8389,	lì
1826,	荷,	U+8377,	hé，hè
1827,	获,	U+83B7,	huò
1828,	晋,	U+664B,	jìn
1829,	恶,	U+6076,	ě，è，wù
1830,	莹,	U+83B9,	yíng
1831,	莺,	U+83BA,	yīng
1832,	真,	U+771F,	zhēn
1833,	框,	U+6846,	kuàng
1834,	梆,	U+6886,	bāng
1835,	桂,	U+6842,	guì
1836,	桔,	U+6854,	jié
1837,	栖,	U+6816,	qī
1838,	档,	U+6863,	dàng
1839,	桐,	U+6850,	tóng
1840,	株,	U+682A,	zhū
1841,	桥,	U+6865,	qiáo
1842,	桦,	U+6866,	huà
1843,	栓,	U+6813,	shuān
1844,	桃,	U+6843,	táo
1845,	格,	U+683C,	gé
1846,	桩,	U+6869,	zhuāng
1847,	校,	U+6821,	jiào，xiào
1848,	核,	U+6838,	hé，hú
1849,	样,	U+6837,	yàng
1850,	根,	U+6839,	gēn
1851,	索,	U+7D22,	suǒ
1852,	哥,	U+54E5,	gē
1853,	速,	U+901F,	sù
1854,	逗,	U+9017,	dòu
1855,	栗,	U+6817,	lì
1856,	贾,	U+8D3E,	gǔ，jiǎ
1857,	酌,	U+914C,	zhuó
1858,	配,	U+914D,	pèi
1859,	翅,	U+7FC5,	chì
1860,	辱,	U+8FB1,	rǔ
1861,	唇,	U+5507,	chún
1862,	夏,	U+590F,	xià
1863,	砸,	U+7838,	zá
1864,	砰,	U+7830,	pēng
1865,	砾,	U+783E,	lì
1866,	础,	U+7840,	chǔ
1867,	破,	U+7834,	pò
1868,	原,	U+539F,	yuán
1869,	套,	U+5957,	tào
1870,	逐,	U+9010,	zhú
1871,	烈,	U+70C8,	liè
1872,	殊,	U+6B8A,	shū
1873,	殉,	U+6B89,	xùn
1874,	顾,	U+987E,	gù
1875,	轿,	U+8F7F,	jiào
1876,	较,	U+8F83,	jiào
1877,	顿,	U+987F,	dùn
1878,	毙,	U+6BD9,	bì
1879,	致,	U+81F4,	zhì
1880,	柴,	U+67F4,	chái
1881,	桌,	U+684C,	zhuō
1882,	虑,	U+8651,	lǜ
1883,	监,	U+76D1,	jiān，jiàn
1884,	紧,	U+7D27,	jǐn
1885,	党,	U+515A,	dǎng
1886,	逞,	U+901E,	chěng
1887,	晒,	U+6652,	shài
1888,	眠,	U+7720,	mián
1889,	晓,	U+6653,	xiǎo
1890,	哮,	U+54EE,	xiào
1891,	唠,	U+5520,	láo，lào
1892,	鸭,	U+9E2D,	yā
1893,	晃,	U+6643,	huǎng，huàng
1894,	哺,	U+54FA,	bǔ
1895,	晌,	U+664C,	shǎng
1896,	剔,	U+5254,	tī
1897,	晕,	U+6655,	yūn，yùn
1898,	蚌,	U+868C,	bàng，bèng
1899,	畔,	U+7554,	pàn
1900,	蚣,	U+86A3,	gōng
1901,	蚊,	U+868A,	wén
1902,	蚪,	U+86AA,	dǒu
1903,	蚓,	U+8693,	yǐn
1904,	哨,	U+54E8,	shào
1905,	哩,	U+54E9,	lī，li
1906,	圃,	U+5703,	pǔ
1907,	哭,	U+54ED,	kū
1908,	哦,	U+54E6,	é，ó，ò
1909,	恩,	U+6069,	ēn
1910,	鸯,	U+9E2F,	yāng
1911,	唤,	U+5524,	huàn
1912,	唁,	U+5501,	yàn
1913,	哼,	U+54FC,	hēng，hng
1914,	唧,	U+5527,	jī
1915,	啊,	U+554A,	ā，á，ǎ，à，a
1916,	唉,	U+5509,	āi，ài
1917,	唆,	U+5506,	suō
1918,	罢,	U+7F62,	bà，ba
1919,	峭,	U+5CED,	qiào
1920,	峨,	U+5CE8,	é
1921,	峰,	U+5CF0,	fēng
1922,	圆,	U+5706,	yuán
1923,	峻,	U+5CFB,	jùn
1924,	贼,	U+8D3C,	zéi
1925,	贿,	U+8D3F,	huì
1926,	赂,	U+8D42,	lù
1927,	赃,	U+8D43,	zāng
1928,	钱,	U+94B1,	qián
1929,	钳,	U+94B3,	qián
1930,	钻,	U+94BB,	zuān，zuàn
1931,	钾,	U+94BE,	jiǎ
1932,	铁,	U+94C1,	tiě
1933,	铃,	U+94C3,	líng
1934,	铅,	U+94C5,	qiān，yán
1935,	缺,	U+7F3A,	quē
1936,	氧,	U+6C27,	yǎng
1937,	氨,	U+6C28,	ān
1938,	特,	U+7279,	tè
1939,	牺,	U+727A,	xī
1940,	造,	U+9020,	zào
1941,	乘,	U+4E58,	chéng
1942,	敌,	U+654C,	dí
1943,	秤,	U+79E4,	chèng
1944,	租,	U+79DF,	zū
1945,	积,	U+79EF,	jī
1946,	秧,	U+79E7,	yāng
1947,	秩,	U+79E9,	zhì
1948,	称,	U+79F0,	chèn，chēng
1949,	秘,	U+79D8,	bì，mì
1950,	透,	U+900F,	tòu
1951,	笔,	U+7B14,	bǐ
1952,	笑,	U+7B11,	xiào
1953,	笋,	U+7B0B,	sǔn
1954,	债,	U+503A,	zhài
1955,	借,	U+501F,	jiè
1956,	值,	U+503C,	zhí
1957,	倚,	U+501A,	yǐ
1958,	俺,	U+4FFA,	ǎn
1959,	倾,	U+503E,	qīng
1960,	倒,	U+5012,	dǎo，dào
1961,	倘,	U+5018,	tǎng
1962,	俱,	U+4FF1,	jū，jù
1963,	倡,	U+5021,	chàng
1964,	候,	U+5019,	hòu
1965,	赁,	U+8D41,	lìn
1966,	俯,	U+4FEF,	fǔ
1967,	倍,	U+500D,	bèi
1968,	倦,	U+5026,	juàn
1969,	健,	U+5065,	jiàn
1970,	臭,	U+81ED,	chòu，xiù
1971,	射,	U+5C04,	shè
1972,	躬,	U+8EAC,	gōng
1973,	息,	U+606F,	xī
1974,	倔,	U+5014,	jué，juè
1975,	徒,	U+5F92,	tú
1976,	徐,	U+5F90,	xú
1977,	殷,	U+6BB7,	yān，yīn
1978,	舰,	U+8230,	jiàn
1979,	舱,	U+8231,	cāng
1980,	般,	U+822C,	bān
1981,	航,	U+822A,	háng
1982,	途,	U+9014,	tú
1983,	拿,	U+62FF,	ná
1984,	耸,	U+8038,	sǒng
1985,	爹,	U+7239,	diē
1986,	舀,	U+8200,	yǎo
1987,	爱,	U+7231,	ài
1988,	豺,	U+8C7A,	chái
1989,	豹,	U+8C79,	bào
1990,	颁,	U+9881,	bān
1991,	颂,	U+9882,	sòng
1992,	翁,	U+7FC1,	wēng
1993,	胰,	U+80F0,	yí
1994,	脆,	U+8106,	cuì
1995,	脂,	U+8102,	zhī
1996,	胸,	U+80F8,	xiōng
1997,	胳,	U+80F3,	gē，gé
1998,	脏,	U+810F,	zāng，zàng
1999,	脐,	U+8110,	qí
2000,	胶,	U+80F6,	jiāo
2001,	脑,	U+8111,	nǎo
2002,	脓,	U+8113,	nóng
2003,	逛,	U+901B,	guàng
2004,	狸,	U+72F8,	lí
2005,	狼,	U+72FC,	láng
2006,	卿,	U+537F,	qīng
2007,	逢,	U+9022,	féng
2008,	鸵,	U+9E35,	tuó
2009,	留,	U+7559,	liú
2010,	鸳,	U+9E33,	yuān
2011,	皱,	U+76B1,	zhòu
2012,	饿,	U+997F,	è
2013,	馁,	U+9981,	něi
2014,	凌,	U+51CC,	líng
2015,	凄,	U+51C4,	qī
2016,	恋,	U+604B,	liàn
2017,	桨,	U+6868,	jiǎng
2018,	浆,	U+6D46,	jiāng，jiàng
2019,	衰,	U+8870,	shuāi
2020,	衷,	U+8877,	zhōng
2021,	高,	U+9AD8,	gāo
2022,	郭,	U+90ED,	guō
2023,	席,	U+5E2D,	xí
2024,	准,	U+51C6,	zhǔn
2025,	座,	U+5EA7,	zuò
2026,	症,	U+75C7,	zhēng，zhèng
2027,	病,	U+75C5,	bìng
2028,	疾,	U+75BE,	jí
2029,	斋,	U+658B,	zhāi
2030,	疹,	U+75B9,	zhěn
2031,	疼,	U+75BC,	téng
2032,	疲,	U+75B2,	pí
2033,	脊,	U+810A,	jǐ
2034,	效,	U+6548,	xiào
2035,	离,	U+79BB,	lí
2036,	紊,	U+7D0A,	wěn
2037,	唐,	U+5510,	táng
2038,	瓷,	U+74F7,	cí
2039,	资,	U+8D44,	zī
2040,	凉,	U+51C9,	liáng，liàng
2041,	站,	U+7AD9,	zhàn
2042,	剖,	U+5256,	pōu
2043,	竞,	U+7ADE,	jìng
2044,	部,	U+90E8,	bù
2045,	旁,	U+65C1,	páng
2046,	旅,	U+65C5,	lǚ
2047,	畜,	U+755C,	chù，xù
2048,	阅,	U+9605,	yuè
2049,	羞,	U+7F9E,	xiū
2050,	羔,	U+7F94,	gāo
2051,	瓶,	U+74F6,	píng
2052,	拳,	U+62F3,	quán
2053,	粉,	U+7C89,	fěn
2054,	料,	U+6599,	liào
2055,	益,	U+76CA,	yì
2056,	兼,	U+517C,	jiān
2057,	烤,	U+70E4,	kǎo
2058,	烘,	U+70D8,	hōng
2059,	烦,	U+70E6,	fán
2060,	烧,	U+70E7,	shāo
2061,	烛,	U+70DB,	zhú
2062,	烟,	U+70DF,	yān
2063,	烙,	U+70D9,	lào，luò
2064,	递,	U+9012,	dì
2065,	涛,	U+6D9B,	tāo
2066,	浙,	U+6D59,	zhè
2067,	涝,	U+6D9D,	lào
2068,	浦,	U+6D66,	pǔ
2069,	酒,	U+9152,	jiǔ
2070,	涉,	U+6D89,	shè
2071,	消,	U+6D88,	xiāo
2072,	涡,	U+6DA1,	guō，wō
2073,	浩,	U+6D69,	hào
2074,	海,	U+6D77,	hǎi
2075,	涂,	U+6D82,	tú
2076,	浴,	U+6D74,	yù
2077,	浮,	U+6D6E,	fú
2078,	涣,	U+6DA3,	huàn
2079,	涤,	U+6DA4,	dí
2080,	流,	U+6D41,	liú
2081,	润,	U+6DA6,	rùn
2082,	涧,	U+6DA7,	jiàn
2083,	涕,	U+6D95,	tì
2084,	浪,	U+6D6A,	làng
2085,	浸,	U+6D78,	jìn
2086,	涨,	U+6DA8,	zhǎng，zhàng
2087,	烫,	U+70EB,	tàng
2088,	涩,	U+6DA9,	sè
2089,	涌,	U+6D8C,	chōng，yǒng
2090,	悖,	U+6096,	bèi
2091,	悟,	U+609F,	wù
2092,	悄,	U+6084,	qiāo，qiǎo
2093,	悍,	U+608D,	hàn
2094,	悔,	U+6094,	huǐ
2095,	悯,	U+60AF,	mǐn
2096,	悦,	U+60A6,	yuè
2097,	害,	U+5BB3,	hài
2098,	宽,	U+5BBD,	kuān
2099,	家,	U+5BB6,	jiā，jia
2100,	宵,	U+5BB5,	xiāo
2101,	宴,	U+5BB4,	yàn
2102,	宾,	U+5BBE,	bīn
2103,	窍,	U+7A8D,	qiào
2104,	窄,	U+7A84,	zhǎi
2105,	容,	U+5BB9,	róng
2106,	宰,	U+5BB0,	zǎi
2107,	案,	U+6848,	àn
2108,	请,	U+8BF7,	qǐng
2109,	朗,	U+6717,	lǎng
2110,	诸,	U+8BF8,	zhū
2111,	诺,	U+8BFA,	nuò
2112,	读,	U+8BFB,	dòu，dú
2113,	扇,	U+6247,	shān，shàn
2114,	诽,	U+8BFD,	fěi
2115,	袜,	U+889C,	wà
2116,	袖,	U+8896,	xiù
2117,	袍,	U+888D,	páo
2118,	被,	U+88AB,	bèi
2119,	祥,	U+7965,	xiáng
2120,	课,	U+8BFE,	kè
2121,	冥,	U+51A5,	míng
2122,	谁,	U+8C01,	shéi，shuí
2123,	调,	U+8C03,	diào，tiáo
2124,	冤,	U+51A4,	yuān
2125,	谅,	U+8C05,	liàng
2126,	谆,	U+8C06,	zhūn
2127,	谈,	U+8C08,	tán
2128,	谊,	U+8C0A,	yì
2129,	剥,	U+5265,	bāo，bō
2130,	恳,	U+6073,	kěn
2131,	展,	U+5C55,	zhǎn
2132,	剧,	U+5267,	jù
2133,	屑,	U+5C51,	xiè
2134,	弱,	U+5F31,	ruò
2135,	陵,	U+9675,	líng
2136,	祟,	U+795F,	suì
2137,	陶,	U+9676,	táo
2138,	陷,	U+9677,	xiàn
2139,	陪,	U+966A,	péi
2140,	娱,	U+5A31,	yú
2141,	娟,	U+5A1F,	juān
2142,	恕,	U+6055,	shù
2143,	娥,	U+5A25,	é
2144,	娘,	U+5A18,	niáng
2145,	通,	U+901A,	tōng，tòng
2146,	能,	U+80FD,	néng
2147,	难,	U+96BE,	nán，nàn
2148,	预,	U+9884,	yù
2149,	桑,	U+6851,	sāng
2150,	绢,	U+7EE2,	juàn
2151,	绣,	U+7EE3,	xiù
2152,	验,	U+9A8C,	yàn
2153,	继,	U+7EE7,	jì
2154,	骏,	U+9A8F,	jùn
2155,	球,	U+7403,	qiú
2156,	琐,	U+7410,	suǒ
2157,	理,	U+7406,	lǐ
2158,	琉,	U+7409,	liú
2159,	琅,	U+7405,	láng
2160,	捧,	U+6367,	pěng
2161,	堵,	U+5835,	dǔ
2162,	措,	U+63AA,	cuò
2163,	描,	U+63CF,	miáo
2164,	域,	U+57DF,	yù
2165,	捺,	U+637A,	nà
2166,	掩,	U+63A9,	yǎn
2167,	捷,	U+6377,	jié
2168,	排,	U+6392,	pái，pǎi
2169,	焉,	U+7109,	yān
2170,	掉,	U+6389,	diào
2171,	捶,	U+6376,	chuí
2172,	赦,	U+8D66,	shè
2173,	堆,	U+5806,	duī
2174,	推,	U+63A8,	tuī
2175,	埠,	U+57E0,	bù
2176,	掀,	U+6380,	xiān
2177,	授,	U+6388,	shòu
2178,	捻,	U+637B,	niǎn
2179,	教,	U+6559,	jiāo，jiào
2180,	掏,	U+638F,	tāo
2181,	掐,	U+6390,	qiā
2182,	掠,	U+63A0,	lüè
2183,	掂,	U+6382,	diān
2184,	培,	U+57F9,	péi
2185,	接,	U+63A5,	jiē
2186,	掷,	U+63B7,	zhì
2187,	控,	U+63A7,	kòng
2188,	探,	U+63A2,	tàn
2189,	据,	U+636E,	jū，jù
2190,	掘,	U+6398,	jué
2191,	掺,	U+63BA,	chān
2192,	职,	U+804C,	zhí
2193,	基,	U+57FA,	jī
2194,	聆,	U+8046,	líng
2195,	勘,	U+52D8,	kān
2196,	聊,	U+804A,	liáo
2197,	娶,	U+5A36,	qǔ
2198,	著,	U+8457,	zhù，zhuó
2199,	菱,	U+83F1,	líng
2200,	勒,	U+52D2,	lè，lēi
2201,	黄,	U+9EC4,	huáng
2202,	菲,	U+83F2,	fēi，fěi
2203,	萌,	U+840C,	méng
2204,	萝,	U+841D,	luó
2205,	菌,	U+83CC,	jūn，jùn
2206,	萎,	U+840E,	wěi
2207,	菜,	U+83DC,	cài
2208,	萄,	U+8404,	táo
2209,	菊,	U+83CA,	jú
2210,	菩,	U+83E9,	pú
2211,	萍,	U+840D,	píng
2212,	菠,	U+83E0,	bō
